municipio;nombre;provincia;superficie;latitud;longitud;altitud;rango tamaño población;poblacion;poblacion hombres;poblacion mujeres;densidad poblacional;indice gini;P80P20;Renta media hogar;renta media unidad consumo;renta media persona;salarios;pensiones;otros ingresos;otras prestaciones;desempleo;votos totales;imputado
30013;Calasparra;Murcia;185.5551;38.23115046;-1.69391338;338.0;10001-20000;10178;5147;5031;54.85163167167057;27.97272727272728;2.3454545454545457;24739.727272727272;13863.0;9134.363636363636;56.60909090909092;22.05454545454545;10.563636363636364;6.872727272727272;3.963636363636364;5062;False
30014;Campos del Río;Murcia;47.014;38.03877171;-1.3483366;173.0;2001-5000;2028;956;1072;43.13608712298464;25.975;2.2;25024.5;14459.25;9715.75;56.425;23.725;5.85;9.4;4.675;1130;False
30015;Caravaca de la Cruz;Murcia;860.201;38.1049406;-1.86430745;627.0;20001-50000;25760;12903;12857;29.94648925076813;28.63214285714286;2.3714285714285714;26798.35714285714;14759.92857142857;9620.142857142857;57.896428571428565;20.06428571428572;12.853571428571428;6.182142857142857;3.032142857142857;13240;False
30016;Cartagena;Murcia;560.1864;37.60017342;-0.98210494;67.0;100001-500000;214802;106951;107851;383.4473668050492;29.768717948717946;2.577948717948718;31735.3641025641;17170.584615384614;11180.4;61.97384615384616;21.99589743589744;8.526153846153846;5.149230769230769;2.3805128205128203;99426;False
30017;Cehegín;Murcia;300.1238;38.09849314;-1.80048338;570.0;10001-20000;14983;7537;7446;49.922731885975054;28.97647058823529;2.376470588235294;24010.0;13424.823529411764;8843.529411764706;54.88235294117647;24.83529411764706;9.452941176470588;6.882352941176471;3.958823529411765;8069;False
30018;Ceutí;Murcia;10.2976;38.07903959;-1.2696077;95.0;10001-20000;11787;5938;5849;1144.6356432566813;28.518181818181816;2.4363636363636365;26875.272727272728;14696.545454545454;9496.454545454546;68.5;15.009090909090908;7.981818181818181;5.672727272727273;2.8454545454545457;6120;False
30019;Cieza;Murcia;366.254;38.23689373;-1.42753081;187.0;20001-50000;34988;17533;17455;95.52933210285758;27.048648648648648;2.2729729729729726;27478.37837837838;14618.324324324323;9469.675675675677;58.49189189189189;20.91351351351351;9.783783783783784;6.967567567567568;3.875675675675676;17107;False
30020;Fortuna;Murcia;149.39260000000002;38.17924102;-1.12301552;193.0;10001-20000;10112;5412;4700;67.68742226857287;28.3625;2.3875;24289.5;13132.375;8417.375;59.85;20.1;8.85;7.0;4.2375;4449;False
30021;Fuente Álamo de Murcia;Murcia;274.1928;37.7238703;-1.17020102;127.0;10001-20000;16583;8611;7972;60.479341543614574;28.95;2.4;27300.714285714286;14054.07142857143;8841.57142857143;62.49285714285715;16.821428571428573;12.4;4.9;3.392857142857143;6157;False
30022;Jumilla;Murcia;969.6649;38.47617313;-1.32702475;511.0;20001-50000;25600;13305;12295;26.400873126375927;27.764;2.352;26116.36;14100.84;9070.56;60.584;17.5;12.336;6.028;3.56;10751;False
30023;Librilla;Murcia;56.6199;37.88623223;-1.35077386;165.0;5001-10000;5305;2728;2577;93.69497296886784;25.62857142857143;2.257142857142857;27213.14285714286;15400.714285714286;10106.857142857143;64.07142857142857;18.514285714285712;9.4;5.414285714285714;2.7;2770;False
30024;Lorca;Murcia;1675.2726;37.67700133;-1.69930754;342.0;50000-100000;94404;48331;46073;56.35142603060541;27.469444444444445;2.330555555555556;30266.86111111111;15407.333333333334;9772.208333333334;61.78611111111112;18.05555555555556;11.598611111111111;5.419444444444444;3.1597222222222223;41550;False
30025;Lorquí;Murcia;15.7272;38.0819052;-1.25436494;96.0;5001-10000;7141;3611;3530;454.0541227936314;28.5;2.4375;25701.25;14352.25;9453.5;64.725;17.5;7.9625;6.9;2.925;3601;False
30026;Mazarrón;Murcia;318.1736;37.59763627;-1.31668619;60.0;20001-50000;32209;16654;15555;101.23090036382654;30.08695652173913;2.573913043478261;23890.0;13406.91304347826;8704.95652173913;58.33478260869565;21.378260869565217;11.652173913043478;5.152173913043479;3.534782608695652;9830;False
30027;Molina de Segura;Murcia;169.36950000000002;38.0505597;-1.21163275;92.0;50000-100000;71890;35862;36028;424.4565875201851;29.870689655172413;2.5534482758620687;33612.75862068965;17907.706896551725;11466.551724137931;65.75689655172414;16.310344827586206;10.570689655172414;5.027586206896552;2.35;35832;False
30028;Moratalla;Murcia;952.9377;38.18879405;-1.89190703;644.0;5001-10000;7839;3978;3861;8.22614112129261;25.71;2.07;23651.5;13670.5;9115.5;51.510000000000005;27.21;10.36;6.840000000000001;4.09;3948;False
30029;Mula;Murcia;634.0794000000001;38.04203339;-1.49032811;318.0;10001-20000;16883;8671;8212;26.62600298953096;28.09375;2.41875;26122.3125;14364.625;9421.375;59.99375;19.51875;9.675;6.61875;4.225;8071;False
30030;Murcia;Murcia;885.1149;37.983399;-1.130423;43.0;100001-500000;453258;221543;231715;512.0894473700533;30.6209595959596;2.6914141414141413;33706.57323232323;18332.679292929293;11879.90909090909;63.03737373737373;18.969949494949496;10.980050505050508;4.9393939393939394;2.0952020202020205;231439;False
30031;Ojós;Murcia;45.7163;38.14769578;-1.34177321;132.0;101-500;500;260;240;10.937018087640514;31.2;2.6;23622.0;15677.0;11051.0;49.9;26.7;11.5;8.1;3.8;381;False
30032;Pliego;Murcia;29.3373;37.991372;-1.505511;380.0;2001-5000;3847;1991;1856;131.12999492114136;25.866666666666664;2.1833333333333336;24481.166666666668;14358.0;9544.666666666666;59.45;20.83333333333333;10.55;6.3;2.8833333333333333;2111;False
30033;Puerto Lumbreras;Murcia;144.6244;37.55977174;-1.81042381;469.0;10001-20000;15394;7778;7616;106.44123674843247;27.107142857142858;2.35;26397.35714285714;14282.642857142857;9191.642857142857;62.97857142857144;17.442857142857143;11.285714285714286;5.4071428571428575;2.95;7156;False
30034;Ricote;Murcia;86.8259;38.1533663;-1.36441272;297.0;1001-2000;1264;675;589;14.55786810156877;26.5;2.0;23352.0;14560.0;10193.0;52.5;28.3;8.1;8.0;3.1;793;False
30035;San Javier;Murcia;75.3648;37.80550117;-0.834746361;27.0;20001-50000;32489;16318;16171;431.0898456573891;31.764;2.776;29492.48;16383.68;10657.2;61.508;19.332;12.396;4.212;2.576;12899;False
30036;San Pedro del Pinatar;Murcia;22.355300000000003;37.83616391;-0.791855156;16.0;20001-50000;25476;12828;12648;1139.5955321556855;30.59523809523809;2.5761904761904764;27210.0;14436.142857142857;9226.09523809524;60.49047619047619;18.642857142857142;12.91904761904762;4.890476190476191;3.071428571428572;9815;False
30901;Santomera;Murcia;43.9895;38.0610856;-1.04750884;38.0;10001-20000;16206;8124;8082;368.40609690948975;28.540000000000003;2.44;29124.266666666663;15199.866666666669;9635.866666666669;65.53999999999999;15.746666666666666;11.266666666666667;4.806666666666667;2.6733333333333333;7717;False
30037;Torre-Pacheco;Murcia;189.6069;37.74293304;-0.95345938;43.0;20001-50000;35676;18477;17199;188.1577094504472;29.5;2.520833333333333;28035.5;14335.25;8999.625;64.81666666666666;14.325;13.216666666666669;4.583333333333333;3.0666666666666664;13021;False
30038;Torres de Cotillas, Las;Murcia;38.763200000000005;38.02770739;-1.239719689;83.0;20001-50000;21471;10909;10562;553.9016386676022;27.30909090909091;2.3000000000000003;29530.40909090909;15867.181818181818;10192.59090909091;66.86363636363636;17.64090909090909;7.254545454545454;5.581818181818182;2.6727272727272724;10865;False
30039;Totana;Murcia;287.2845;37.76955169;-1.50261006;255.0;20001-50000;32008;16455;15553;111.415687236868;25.882758620689657;2.1862068965517243;28232.793103448275;14668.93103448276;9355.724137931034;64.2;16.386206896551723;10.62758620689655;4.817241379310344;3.9827586206896552;13083;False
30040;Ulea;Murcia;40.0184;38.13800169;-1.33240829;134.0;501-1000;874;453;421;21.839953621334185;25.899999999999995;2.4;26547.0;15744.0;10606.0;56.79999999999999;24.3;7.8;8.0;3.1;559;False
30041;Unión, La;Murcia;25.7456;37.61908738;-0.87525381;110.0;20001-50000;20225;10271;9954;785.5711267167982;29.1;2.5;26999.85714285714;14035.190476190475;8921.095238095239;65.31428571428572;19.52380952380953;5.523809523809524;6.199999999999999;3.4857142857142858;8782;False
30042;Villanueva del Río Segura;Murcia;13.1382;38.13730888;-1.3242545;135.0;2001-5000;2910;1445;1465;221.4915285198886;29.325;2.525;24361.5;14368.5;9559.0;67.225;16.175;7.5;5.775;3.375;1615;False
30043;Yecla;Murcia;605.2811;38.6134178;-1.11531939;606.0;20001-50000;34432;17267;17165;56.88596587602024;27.503125;2.29375;25656.46875;14382.46875;9136.375;60.296875;18.88125;13.89375;4.56875;2.371875;18297;False
31001;Abáigar;Navarra;4.86087;42.64758434;-2.14259213;486.0;<100;83;48;35;17.0751326408647;31.670000076293945;;34169.39453125;21138.943359375;14469.90234375;56.70000000000001;25.8;11.6;2.9;3.0;56;True
31002;Abárzuza/Abartzuza;Navarra;23.022522;42.72744993;-2.02195793;560.0;501-1000;538;265;273;23.36842158300468;31.65999984741211;;33478.54296875;18875.84375;12665.8369140625;56.70000000000001;25.8;11.6;2.9;3.0;287;True
31003;Abaurregaina/Abaurrea Alta;Navarra;21.358103;42.90411944;-1.20924899;1056.0;101-500;126;77;49;5.899400335320042;26.979999542236328;;36640.078125;22971.529296875;15629.68359375;56.70000000000001;25.8;11.6;2.9;3.0;71;True
31004;Abaurrepea/Abaurrea Baja;Navarra;10.889317;42.91190255;-1.21577352;869.0;<100;32;19;13;2.9386599728890253;26.979999542236328;;36640.078125;22971.529296875;15629.68359375;56.70000000000001;25.8;11.6;2.9;3.0;21;True
31005;Aberin;Navarra;21.247064;42.61951216;-2.00860462;516.0;101-500;359;193;166;16.896452140399255;30.71999931335449;;33138.04296875;20231.6640625;13849.1591796875;56.70000000000001;25.8;11.6;2.9;3.0;179;True
31006;Ablitas;Navarra;77.475449;41.97369427;-1.6384487;386.0;2001-5000;2481;1252;1229;32.023047714121674;31.559999465942383;;29435.0;17015.68359375;10761.0;69.9;14.2;10.5;2.7;2.8;1296;True
31007;Adiós;Navarra;7.724923;42.68647787;-1.73632112;478.0;101-500;155;87;68;20.06492491899272;30.32999992370605;;36488.21484375;21233.576171875;14362.787109375;56.70000000000001;25.8;11.6;2.9;3.0;81;True
31008;Aguilar de Codés;Navarra;18.671123;42.61337016;-2.38922737;728.0;<100;67;39;28;3.5884290409312816;37.20000076293945;2.7000000000000006;30967.265625;20626.421875;14535.142578125;56.70000000000001;25.8;11.6;2.9;3.0;42;True
31009;Aibar/Oibar;Navarra;47.707875;42.59224246;-1.3597423;560.0;501-1000;805;425;380;16.87352454914414;30.440000534057617;;40553.2265625;23996.931640625;16241.5927734375;56.70000000000001;25.8;11.6;2.9;3.0;449;True
31011;Allín/Allin;Navarra;41.851671;42.70893341;-2.07596559;455.0;501-1000;872;465;407;20.83548826521168;29.100000381469727;;35047.00390625;21521.43359375;14570.1025390625;56.70000000000001;25.8;11.6;2.9;3.0;476;True
31012;Allo;Navarra;37.027227;42.56734094;-2.02096998;422.0;501-1000;968;481;487;26.142924502555918;33.720001220703125;;28558.541015625;16714.80078125;11088.0703125;56.70000000000001;25.8;11.6;2.9;3.0;535;True
31010;Altsasu/Alsasua;Navarra;26.723478;42.89495157;-2.17054551;531.0;5001-10000;7443;3761;3682;278.5191358699642;25.64999961853028;2.3;33504.666666666664;20140.701171875;13430.666666666666;59.36666666666667;27.96666666666667;5.666666666666667;3.8;3.266666666666667;3748;True
31013;Améscoa Baja;Navarra;30.204271;42.77454842;-2.13371305;576.0;501-1000;724;393;331;23.97011998733557;29.96999931335449;;35591.75390625;21251.4140625;14569.1513671875;56.70000000000001;25.8;11.6;2.9;3.0;364;True
31014;Ancín/Antzin;Navarra;9.478588;42.66017562;-2.18719865;489.0;101-500;337;192;145;35.55381877553914;31.670000076293945;;34169.39453125;21138.943359375;14469.90234375;56.70000000000001;25.8;11.6;2.9;3.0;166;True
31015;Andosilla;Navarra;51.5107;42.3778331;-1.94206689;316.0;2001-5000;2743;1397;1346;53.25107210734857;33.22999954223633;;31165.0;18848.01171875;11386.0;55.1;23.0;16.1;3.5;2.3;1369;True
31016;Ansoáin/Antsoain;Navarra;1.927923;42.83395631;-1.64497536;454.0;10001-20000;10833;5312;5521;5619.000343893402;24.489999771118164;;34269.333333333336;19631.962890625;12771.666666666666;68.33333333333333;18.7;7.133333333333333;3.4;2.466666666666667;5446;True
31017;Anue;Navarra;61.444700000000005;42.96274567;-1.61706149;550.0;101-500;482;257;225;7.84445200318335;30.100000381469727;;41547.36328125;23920.375;15948.197265625;56.70000000000001;25.8;11.6;2.9;3.0;240;True
31018;Añorbe;Navarra;24.095116;42.65840627;-1.71433072;568.0;501-1000;581;317;264;24.11277040542158;30.209999084472656;;31037.271484375;18843.3671875;12992.345703125;56.70000000000001;25.8;11.6;2.9;3.0;281;True
31019;Aoiz/Agoitz;Navarra;13.544819;42.78637979;-1.37008483;508.0;2001-5000;2695;1376;1319;198.96906706542185;29.059999465942383;;31897.0;18711.04296875;12246.0;65.0;22.3;7.6;2.5;2.6;1207;True
31020;Araitz;Navarra;38.811152;43.03778887;-1.98428356;221.0;501-1000;512;285;227;13.192084584348336;32.54999923706055;2.65;36615.46875;21917.205078125;14757.5654296875;56.70000000000001;25.8;11.6;2.9;3.0;221;True
31025;Arakil;Navarra;53.775061;42.9253;-1.86425;470.0;501-1000;933;487;446;17.350050053871627;27.450000762939453;;40326.37890625;23412.94140625;15770.79296875;56.70000000000001;25.8;11.6;2.9;3.0;489;True
31021;Aranarache/Aranaratxe;Navarra;3.746959;42.77935473;-2.22892726;782.0;<100;72;42;30;19.21558255641441;31.670000076293945;;34169.39453125;21138.943359375;14469.90234375;56.70000000000001;25.8;11.6;2.9;3.0;41;True
31023;Aranguren;Navarra;40.6054;42.78898523;-1.53544196;618.0;10001-20000;10859;5468;5391;267.42748501430844;26.989999771118164;;47430.2;26655.779296875;15402.6;73.2;12.4;10.92;1.7;1.8;5842;True
31024;Arano;Navarra;13.602073;43.19928558;-1.89468634;443.0;101-500;116;63;53;8.528111854715085;27.530000686645508;2.1;37414.609375;21993.490234375;14764.55078125;56.70000000000001;25.8;11.6;2.9;3.0;52;True
31022;Arantza;Navarra;31.705151;43.19554783;-1.72659589;270.0;501-1000;597;316;281;18.82974788544612;32.650001525878906;;44611.53515625;25130.02734375;15964.662109375;56.70000000000001;25.8;11.6;2.9;3.0;299;True
31026;Aras;Navarra;17.717448;42.56224867;-2.35545852;636.0;101-500;153;81;72;8.635555188309286;31.09000015258789;2.7000000000000006;31201.826171875;18480.17578125;12552.1943359375;56.70000000000001;25.8;11.6;2.9;3.0;107;True
31027;Arbizu;Navarra;14.542957;42.91560894;-2.03940644;493.0;1001-2000;1104;565;539;75.91303474252176;27.14999961853028;;41704.2890625;23067.515625;14822.3837890625;56.70000000000001;25.8;11.6;2.9;3.0;520;True
31028;Arce/Artzi;Navarra;145.6911;42.85260191;-1.375489565;605.0;101-500;262;138;124;1.7983253609863608;30.71999931335449;;33938.5703125;19614.0703125;13350.943359375;56.70000000000001;25.8;11.6;2.9;3.0;119;True
31029;Arcos, Los;Navarra;57.670173000000005;42.56871797;-2.19276342;444.0;1001-2000;1134;558;576;19.66354427270402;34.0099983215332;;31988.59765625;20398.056640625;14087.5048828125;56.70000000000001;25.8;11.6;2.9;3.0;587;True
31030;Arellano;Navarra;16.891887999999998;42.60719407;-2.04587356;655.0;101-500;157;85;72;9.294402141430254;30.71999931335449;;33138.04296875;20231.6640625;13849.1591796875;56.70000000000001;25.8;11.6;2.9;3.0;94;True
31031;Areso;Navarra;12.204002;43.08123561;-1.95120774;460.0;101-500;279;142;137;22.86135318561895;27.530000686645508;2.6100000000000003;37414.609375;21993.490234375;14764.55078125;56.70000000000001;25.8;11.6;2.9;3.0;130;True
31032;Arguedas;Navarra;66.932026;42.17748866;-1.59752473;269.0;2001-5000;2272;1155;1117;33.944886114757686;33.4900016784668;;29425.0;18854.189453125;11811.0;52.5;25.3;17.1;3.1;2.1;1129;True
31033;Aria;Navarra;8.320433000000001;42.95267621;-1.26669446;836.0;<100;51;29;22;6.129488693677359;26.979999542236328;;36640.078125;22971.529296875;15629.68359375;56.70000000000001;25.8;11.6;2.9;3.0;23;True
31034;Aribe;Navarra;4.035876;42.94338315;-1.26313131;701.0;<100;33;19;14;8.176663505023445;26.979999542236328;;36640.078125;22971.529296875;15629.68359375;56.70000000000001;25.8;11.6;2.9;3.0;24;True
31035;Armañanzas;Navarra;12.380820000000002;42.56020263;-2.28542084;493.0;<100;53;28;25;4.280815002560411;37.20000076293945;;30967.265625;20626.421875;14535.142578125;56.70000000000001;25.8;11.6;2.9;3.0;29;True
31036;Arróniz;Navarra;55.20603;42.58908691;-2.09050108;563.0;1001-2000;1051;559;492;19.037775402433397;29.51000022888184;;32258.564453125;20156.5078125;14026.796875;56.70000000000001;25.8;11.6;2.9;3.0;584;True
31037;Arruazu;Navarra;5.706574000000001;42.92259157;-1.99992837;469.0;101-500;110;58;52;19.27601394461896;27.6200008392334;;38512.46875;22195.1015625;14778.73046875;56.70000000000001;25.8;11.6;2.9;3.0;70;True
31038;Artajona;Navarra;67.137951;42.58872781;-1.76474649;411.0;1001-2000;1675;854;821;24.948631512451133;28.670000076293945;;36149.015625;21673.974609375;14735.35546875;56.70000000000001;25.8;11.6;2.9;3.0;947;True
31039;Artazu;Navarra;6.031732;42.69200445;-1.83889938;451.0;101-500;116;61;55;19.231623686198255;30.32999992370605;;36488.21484375;21233.576171875;14362.787109375;56.70000000000001;25.8;11.6;2.9;3.0;68;True
31040;Atez/Atetz;Navarra;26.330197;42.93928879;-1.70960832;572.0;101-500;215;119;96;8.165529486923322;30.100000381469727;;41547.36328125;23920.375;15948.197265625;56.70000000000001;25.8;11.6;2.9;3.0;128;True
31058;Auritz/Burguete;Navarra;19.189503;42.98992857;-1.33449709;896.0;101-500;231;118;113;12.037831308085469;32.61000061035156;;36575.9453125;22507.046875;15478.44140625;56.70000000000001;25.8;11.6;2.9;3.0;131;True
31041;Ayegui/Aiegi;Navarra;9.613967;42.65664301;-2.03933365;494.0;2001-5000;2366;1230;1136;246.10028305693163;26.63999938964844;;36309.0;20684.140625;13385.0;67.8;18.2;8.8;2.5;2.6;1090;True
31042;Azagra;Navarra;33.702600000000004;42.30895021;-1.8928813;314.0;2001-5000;3843;1947;1896;114.02681098787627;28.40999984741211;;32238.33333333333;18735.791015625;11487.666666666666;53.46666666666667;23.366666666666664;17.333333333333332;3.5666666666666664;2.333333333333333;1889;True
31043;Azuelo;Navarra;10.50208;42.60928102;-2.34991299;628.0;<100;31;12;19;2.951796215606813;37.20000076293945;2.7000000000000006;30967.265625;20626.421875;14535.142578125;56.70000000000001;25.8;11.6;2.9;3.0;23;True
31044;Bakaiku;Navarra;11.7724;42.89282777;-2.10278519;515.0;101-500;362;188;174;30.74988957221977;27.6200008392334;2.3;38512.46875;22195.1015625;14778.73046875;56.70000000000001;25.8;11.6;2.9;3.0;226;True
31901;Barañáin/Barañain;Navarra;1.391567;42.80494064;-1.68657975;433.0;20001-50000;20199;9772;10427;14515.29103521426;27.690000534057617;;40777.0;22201.435546875;14768.142857142857;63.58571428571429;25.185714285714287;6.1000000000000005;3.2;1.9714285714285715;10874;True
31045;Barásoain;Navarra;13.935483;42.60373161;-1.64689846;526.0;501-1000;621;329;292;44.562502785156425;27.38999938964844;;37388.4921875;22843.734375;15391.697265625;56.70000000000001;25.8;11.6;2.9;3.0;337;True
31046;Barbarin;Navarra;8.35196;42.60217326;-2.0997579;638.0;<100;55;27;28;6.585280580845693;30.71999931335449;;33138.04296875;20231.6640625;13849.1591796875;56.70000000000001;25.8;11.6;2.9;3.0;38;True
31047;Bargota;Navarra;25.322932;42.56132889;-2.3119531;588.0;101-500;257;123;134;10.148903768331408;37.20000076293945;2.7000000000000006;30967.265625;20626.421875;14535.142578125;56.70000000000001;25.8;11.6;2.9;3.0;161;True
31048;Barillas;Navarra;2.90488;41.97036199;-1.66373189;388.0;101-500;214;115;99;73.6691360744678;33.849998474121094;2.6;28527.037109375;16682.783203125;11044.966796875;56.70000000000001;25.8;11.6;2.9;3.0;118;True
31049;Basaburua;Navarra;83.077716;43.00101466;-1.80120224;548.0;501-1000;834;479;355;10.038793074186104;26.31999969482422;;36522.16796875;22056.947265625;15059.322265625;56.70000000000001;25.8;11.6;2.9;3.0;451;True
31050;Baztan;Navarra;370.9896;43.146732;-1.517025232;197.0;5001-10000;7777;3929;3848;20.96285178883721;28.670000076293945;;35384.5;20377.568359375;13226.5;56.65;26.5;12.5;2.775;1.625;3571;True
31137;Beintza-Labaien;Navarra;28.128021;43.08690004;-1.74144017;443.0;101-500;220;128;92;7.821382101499426;29.670000076293945;;36507.07421875;20619.830078125;13525.36328125;56.70000000000001;25.8;11.6;2.9;3.0;82;True
31051;Beire;Navarra;22.249912;42.45399892;-1.6214538;365.0;101-500;286;151;135;12.853983422496231;33.68000030517578;;30618.65625;19809.21875;13892.8466796875;56.70000000000001;25.8;11.6;2.9;3.0;164;True
31052;Belascoáin;Navarra;6.080203;42.75582551;-1.83270884;418.0;101-500;122;62;60;20.065119536304955;26.479999542236328;;38513.30859375;22998.671875;15483.865234375;56.70000000000001;25.8;11.6;2.9;3.0;75;True
31250;Bera;Navarra;35.329573;43.28033923;-1.68657262;35.0;2001-5000;3736;1830;1906;105.74710314217496;29.309999465942383;;36311.0;20828.49609375;13424.0;58.53333333333333;27.666666666666668;9.866666666666667;2.4333333333333336;1.5;1746;True
31053;Berbinzana;Navarra;12.98401;42.52706011;-1.83369572;317.0;501-1000;655;332;323;50.44666478229761;33.06999969482422;;30443.205078125;18006.669921875;12250.97265625;56.70000000000001;25.8;11.6;2.9;3.0;346;True
31905;Beriáin;Navarra;5.426923;42.73317924;-1.64501289;498.0;2001-5000;4069;2018;2051;749.7803082888774;24.450000762939453;;35628.333333333336;19821.1484375;12859.333333333334;71.83333333333333;16.2;6.6000000000000005;3.1333333333333333;2.2666666666666666;1975;True
31902;Berrioplano/Berriobeiti;Navarra;26.1334;42.85259037;-1.69315704;454.0;5001-10000;7256;3696;3560;277.6523529276711;26.34000015258789;;41162.5;22873.4453125;13720.5;76.02499999999999;10.05;10.125;1.825;2.075;3162;True
31903;Berriozar;Navarra;2.7063;42.84403213;-1.66943787;476.0;10001-20000;10426;5251;5175;3852.492332705169;27.020000457763672;;32056.75;18008.138671875;11418.0;69.975;16.55;6.95;3.9;2.75;4355;True
31054;Bertizarana;Navarra;39.562991;43.13350734;-1.627117215;135.0;501-1000;612;302;310;15.469002330991607;27.190000534057617;;35458.17578125;20401.537109375;13363.6337890625;56.70000000000001;25.8;11.6;2.9;3.0;274;True
31055;Betelu;Navarra;7.168635;43.02614553;-1.98022905;238.0;101-500;366;191;175;51.05574492215045;30.61000061035156;2.65;35196.54296875;20532.822265625;13519.125;56.70000000000001;25.8;11.6;2.9;3.0;191;True
31253;Bidaurreta;Navarra;5.137217000000001;42.77549764;-1.83403802;426.0;101-500;163;89;74;31.729241727573505;26.479999542236328;;38513.30859375;22998.671875;15483.865234375;56.70000000000001;25.8;11.6;2.9;3.0;100;True
31056;Biurrun-Olcoz;Navarra;15.687842;42.69311866;-1.67846787;611.0;101-500;214;120;94;13.641136875294894;30.32999992370605;;36488.21484375;21233.576171875;14362.787109375;56.70000000000001;25.8;11.6;2.9;3.0;122;True
31057;Buñuel;Navarra;36.377114;41.98045327;-1.44333882;242.0;2001-5000;2219;1081;1138;60.99989130528607;32.38999938964844;;28407.0;18165.74609375;11632.0;54.0;25.6;15.0;3.2;2.2;1213;True
31059;Burgui/Burgi;Navarra;64.329348;42.72071231;-1.00434315;632.0;101-500;207;119;88;3.217815918171594;33.029998779296875;3.2999999999999994;32412.19140625;22755.287109375;16382.2490234375;56.70000000000001;25.8;11.6;2.9;3.0;120;True
31060;Burlada/Burlata;Navarra;2.1131;42.82500552;-1.61642189;426.0;10001-20000;19096;9223;9873;9036.959916710046;26.770000457763672;;35274.166666666664;19569.3046875;12998.0;66.23333333333333;20.716666666666665;7.3;3.6;2.2166666666666663;9355;True
31061;Busto, El;Navarra;7.178736;42.54884188;-2.24136221;431.0;<100;56;27;29;7.800816188253754;37.20000076293945;;30967.265625;20626.421875;14535.142578125;56.70000000000001;25.8;11.6;2.9;3.0;43;True
31062;Cabanillas;Navarra;35.656601;42.02928593;-1.5217164;259.0;1001-2000;1357;717;640;38.05746935889935;31.299999237060547;;33706.3984375;19839.658203125;13407.931640625;56.70000000000001;25.8;11.6;2.9;3.0;760;True
31063;Cabredo;Navarra;11.901565;42.63009522;-2.4118451;654.0;<100;91;49;42;7.646053271145433;37.20000076293945;2.7000000000000006;30967.265625;20626.421875;14535.142578125;56.70000000000001;25.8;11.6;2.9;3.0;59;True
31064;Cadreita;Navarra;27.2713;42.21775075;-1.69557126;288.0;1001-2000;1964;1008;956;72.01710222834996;29.209999084472656;;30542.0;17766.443359375;11286.0;56.70000000000001;25.8;11.6;2.9;3.0;1026;True
31065;Caparroso;Navarra;80.8216;42.33802232;-1.65631755;303.0;2001-5000;2766;1458;1308;34.22352440436715;31.36000061035156;;32100.0;18978.30859375;11728.0;55.3;23.5;15.7;3.2;2.3;1288;True
31066;Cárcar;Navarra;40.445697;42.39404025;-1.97738104;422.0;1001-2000;1069;541;528;26.430500134538413;36.400001525878906;;29604.939453125;15906.1484375;10799.2861328125;56.70000000000001;25.8;11.6;2.9;3.0;555;True
31067;Carcastillo;Navarra;96.998451;42.37979606;-1.44452172;351.0;2001-5000;2495;1269;1226;25.72206024197232;33.2400016784668;2.4133333333333336;26377.0;17559.52734375;11930.0;53.2;27.2;12.9;4.6;2.1;1243;True
31068;Cascante;Navarra;62.932924;41.99909834;-1.67903193;357.0;2001-5000;3864;1937;1927;61.3987044364886;33.630001068115234;2.6;27343.0;16512.736328125;10294.0;63.7;19.4;11.5;3.0;2.4;1969;True
31069;Cáseda;Navarra;85.608527;42.52361374;-1.3680178;436.0;501-1000;974;489;485;11.377371321901148;27.299999237060547;2.5;36268.5;22427.869140625;15616.6962890625;56.70000000000001;25.8;11.6;2.9;3.0;594;True
31070;Castejón;Navarra;18.066945;42.17098779;-1.69132764;277.0;2001-5000;4163;2090;2073;230.4208044027366;33.119998931884766;;28389.666666666668;15488.0751953125;10515.333333333334;58.66666666666666;27.666666666666668;7.2;4.1000000000000005;2.4;1666;True
31071;Castillonuevo;Navarra;26.339411;42.6792556;-1.04465318;804.0;<100;16;11;5;0.6074547376932613;30.520000457763672;3.2999999999999994;34353.50390625;21445.248046875;14957.2333984375;56.70000000000001;25.8;11.6;2.9;3.0;11;True
31193;Cendea de Olza/Oltza Zendea;Navarra;41.252647;42.81715508;-1.74954919;499.0;1001-2000;1831;901;930;44.385030613914296;25.89999961853028;;44242.7265625;24685.48828125;16293.494140625;56.70000000000001;25.8;11.6;2.9;3.0;1044;True
31072;Cintruénigo;Navarra;37.34372;42.0826662;-1.80709743;392.0;5001-10000;7903;4071;3832;211.62862189412303;30.32999992370605;;29193.5;17060.724609375;10353.333333333334;63.01666666666667;21.23333333333333;10.133333333333333;3.266666666666667;2.4;3651;True
31074;Cirauqui/Zirauki;Navarra;41.468663;42.67612052;-1.88988099;473.0;101-500;487;254;233;11.743807607204506;30.89999961853028;;36613.12109375;22222.3828125;15168.998046875;56.70000000000001;25.8;11.6;2.9;3.0;287;True
31075;Ciriza/Ziritza;Navarra;4.363986;42.79057223;-1.82696866;462.0;101-500;155;72;83;35.517987454588535;26.479999542236328;;38513.30859375;22998.671875;15483.865234375;56.70000000000001;25.8;11.6;2.9;3.0;67;True
31076;Cizur;Navarra;52.49937;42.79166992;-1.71779566;455.0;2001-5000;3888;1999;1889;74.0580315535215;28.96999931335449;;56362.0;28392.498046875;15211.333333333334;70.73333333333333;12.7;13.733333333333334;1.9;0.9333333333333332;1937;True
