Cod_Muni;Nombre_Muni;Media de la renta por unidad de consumo 2015;Media de la renta por unidad de consumo 2016;Media de la renta por unidad de consumo 2017;Media de la renta por unidad de consumo 2018;Media de la renta por unidad de consumo 2019;Media de la renta por unidad de consumo 2020;Media de la renta por unidad de consumo 2021;Media de la renta por unidad de consumo 2022;Media de la renta por unidad de consumo 2023;Mediana de la renta por unidad de consumo 2015;Mediana de la renta por unidad de consumo 2016;Mediana de la renta por unidad de consumo 2017;Mediana de la renta por unidad de consumo 2018;Mediana de la renta por unidad de consumo 2019;Mediana de la renta por unidad de consumo 2020;Mediana de la renta por unidad de consumo 2021;Mediana de la renta por unidad de consumo 2022;Mediana de la renta por unidad de consumo 2023;Renta bruta media por hogar 2015;Renta bruta media por hogar 2016;Renta bruta media por hogar 2017;Renta bruta media por hogar 2018;Renta bruta media por hogar 2019;Renta bruta media por hogar 2020;Renta bruta media por hogar 2021;Renta bruta media por hogar 2022;Renta bruta media por hogar 2023;Renta bruta media por persona 2015;Renta bruta media por persona 2016;Renta bruta media por persona 2017;Renta bruta media por persona 2018;Renta bruta media por persona 2019;Renta bruta media por persona 2020;Renta bruta media por persona 2021;Renta bruta media por persona 2022;Renta bruta media por persona 2023;Renta neta media por hogar 2015;Renta neta media por hogar 2016;Renta neta media por hogar 2017;Renta neta media por hogar 2018;Renta neta media por hogar 2019;Renta neta media por hogar 2020;Renta neta media por hogar 2021;Renta neta media por hogar 2022;Renta neta media por hogar 2023;Renta neta media por persona 2015;Renta neta media por persona 2016;Renta neta media por persona 2017;Renta neta media por persona 2018;Renta neta media por persona 2019;Renta neta media por persona 2020;Renta neta media por persona 2021;Renta neta media por persona 2022;Renta neta media por persona 2023
24008;Astorga;15436.0;15657.454545454546;16090.545454545454;16769.727272727272;17311.090909090908;17718.909090909092;18050.18181818182;19187.090909090908;20314.454545454544;13904.545454545454;13968.181818181818;14413.636363636364;15113.636363636364;15750.0;15781.818181818182;16195.454545454546;17086.363636363636;18295.454545454544;28842.090909090908;29028.727272727272;29628.636363636364;30723.545454545456;31579.545454545456;31961.81818181818;32606.363636363636;34706.36363636364;36924.63636363636;12509.181818181818;12713.545454545454;13106.0;13666.545454545454;14191.545454545454;14539.454545454546;14955.90909090909;16055.09090909091;17191.909090909092;24756.636363636364;24989.545454545456;25499.636363636364;26448.18181818182;27147.636363636364;27422.363636363636;27857.272727272728;29368.909090909092;31173.363636363636;10730.727272727272;10940.0;11273.363636363636;11759.545454545454;12193.454545454546;12467.363636363636;12771.454545454546;13576.454545454546;14501.818181818182
24009;Balboa;13527.0;13877.0;13813.0;15246.0;16305.0;15940.0;16514.0;17693.0;19591.0;12600.0;12250.0;12250.0;13650.0;13650.0;12950.0;13650.0;14350.0;16450.0;22721.0;23050.0;22702.0;24816.0;26990.0;26410.0;27628.0;30011.0;34107.0;10519.0;10980.0;10761.0;11980.0;12800.0;12743.0;13407.0;14429.0;16278.0;20882.0;20985.0;20718.0;22338.0;24312.0;23853.0;24703.0;26485.0;29752.0;9667.0;9996.0;9821.0;10784.0;11529.0;11509.0;11988.0;12733.0;14200.0
24010;Bañeza, La;13589.125;13722.625;14449.875;14902.0;15260.625;15403.875;16043.0;16972.0;18004.5;12075.0;12337.5;12687.5;13125.0;13737.5;13737.5;14350.0;15137.5;16275.0;25782.875;26106.0;27360.125;28094.375;28654.625;28681.125;29876.375;31676.5;33941.875;10702.625;10798.25;11448.25;11884.125;12088.125;12233.875;12873.5;13723.75;14801.0;22420.375;22731.375;23760.5;24299.5;24932.375;24958.5;25812.25;26992.625;28957.375;9303.0;9399.625;9939.25;10277.125;10516.0;10643.375;11119.125;11693.0;12622.75
24011;Barjas;13929.0;14734.0;15215.0;15540.0;17072.0;17076.0;17273.0;18537.0;19543.0;12950.0;13650.0;13650.0;14350.0;16100.0;15050.0;17150.0;17150.0;17850.0;21520.0;22946.0;23452.0;23405.0;24741.0;25086.0;25494.0;27488.0;29032.0;10977.0;11529.0;11843.0;12131.0;13223.0;13308.0;13728.0;14962.0;16472.0;19908.0;21214.0;21447.0;21403.0;22487.0;22899.0;23025.0;24537.0;25714.0;10155.0;10659.0;10831.0;11094.0;12019.0;12148.0;12398.0;13356.0;14589.0
24012;Barrios de Luna, Los;20223.0;20458.0;20515.0;22100.0;22276.0;23207.0;24166.0;23542.0;26006.0;18550.0;17850.0;19600.0;19950.0;19950.0;22050.0;21350.0;22050.0;22750.0;36877.0;37042.0;37334.0;39285.0;39534.0;41394.0;42894.0;43016.0;46534.0;16858.0;16740.0;16765.0;17879.0;18475.0;19686.0;20295.0;19941.0;22707.0;30878.0;31425.0;31876.0;33144.0;33410.0;34929.0;36185.0;36071.0;38683.0;14116.0;14202.0;14314.0;15085.0;15613.0;16611.0;17121.0;16722.0;18876.0
24014;Bembibre;14767.111111111111;15314.333333333334;15498.333333333334;16093.888888888889;17048.88888888889;17245.444444444445;17847.333333333332;18938.777777777777;20087.11111111111;13805.555555555555;14194.444444444445;14777.777777777777;15438.888888888889;16216.666666666666;16605.555555555555;17150.0;18355.555555555555;19172.222222222223;29598.0;30355.444444444445;30267.777777777777;31178.444444444445;32745.444444444445;33241.22222222222;33820.77777777778;35673.555555555555;37981.22222222222;11607.888888888889;12007.222222222223;12205.111111111111;12754.222222222223;13573.333333333334;13825.555555555555;14346.777777777777;15377.222222222223;16399.222222222223;25567.11111111111;26296.444444444445;26227.222222222223;26986.222222222223;28363.666666666668;28727.444444444445;29243.11111111111;30658.777777777777;32672.555555555555;10028.777777777777;10403.0;10576.333333333334;11040.222222222223;11757.888888888889;11949.222222222223;12405.333333333334;13216.444444444445;14106.888888888889
24015;Benavides;13957.75;14460.0;14780.75;15698.25;16116.25;16774.75;17721.5;18601.25;20201.0;12250.0;12950.0;13475.0;14175.0;14700.0;15225.0;16100.0;16887.5;18375.0;25856.0;26767.5;27485.0;28909.0;29635.5;30792.75;32519.75;34051.5;37063.25;10861.0;11279.75;11518.75;12257.5;12665.0;13243.25;14185.25;15010.75;16471.75;22965.0;23736.0;23850.0;25573.25;26150.25;27052.0;28312.5;29539.0;31975.25;9664.75;10018.0;10020.25;10859.5;11192.5;11649.25;12364.75;13039.5;14227.0
24016;Benuza;16221.0;16085.0;16529.0;17841.0;18416.0;18717.0;19902.0;21477.0;22022.0;15750.0;16450.0;16450.0;16450.0;18550.0;17850.0;19950.0;21350.0;21350.0;27569.0;27845.0;28151.0;33114.0;31845.0;31976.0;34449.0;36430.0;37243.0;12587.0;12657.0;13029.0;13850.0;14463.0;14885.0;15946.0;17444.0;18202.0;24679.0;24857.0;25003.0;29218.0;28152.0;28210.0;30088.0;31656.0;32293.0;11268.0;11299.0;11572.0;12221.0;12786.0;13132.0;13927.0;15158.0;15783.0
24017;Bercianos del Páramo;13593.0;14545.0;14929.0;15915.0;16705.0;17028.0;18123.0;18691.0;19599.0;12250.0;12950.0;13650.0;15050.0;15750.0;15750.0;17150.0;17150.0;18550.0;23020.0;24559.0;25662.0;27372.0;28786.0;29361.0;31272.0;32101.0;33455.0;10408.0;11283.0;11753.0;12517.0;13354.0;13643.0;14625.0;15286.0;16079.0;21091.0;22401.0;23206.0;24794.0;25892.0;26204.0;27737.0;28333.0;29473.0;9536.0;10291.0;10628.0;11338.0;12011.0;12177.0;12972.0;13492.0;14165.0
24018;Bercianos del Real Camino;13558.0;13562.0;13223.0;14589.0;15279.0;17319.0;17325.0;16458.0;18462.0;12250.0;12250.0;12950.0;14350.0;14000.0;15050.0;15750.0;15750.0;17850.0;22735.0;23128.0;22172.0;23942.0;23773.0;27766.0;30814.0;28940.0;32393.0;10027.0;10103.0;9931.0;11165.0;11565.0;13491.0;13932.0;13140.0;15179.0;20813.0;20990.0;20504.0;21868.0;21592.0;24966.0;26967.0;25368.0;28068.0;9179.0;9169.0;9184.0;10198.0;10504.0;12131.0;12193.0;11519.0;13152.0
24019;Berlanga del Bierzo;17794.0;18343.0;18497.0;19385.0;19898.0;19992.0;20590.0;21666.0;23807.0;17150.0;17150.0;17150.0;18550.0;19950.0;19950.0;19950.0;22050.0;23450.0;34381.0;34525.0;34738.0;35769.0;36087.0;36470.0;37758.0;38113.0;42007.0;14302.0;14702.0;14957.0;15643.0;16050.0;16127.0;16661.0;17943.0;19822.0;29734.0;29942.0;30163.0;31236.0;31400.0;31810.0;32812.0;32861.0;36139.0;12369.0;12750.0;12987.0;13660.0;13966.0;14066.0;14478.0;15470.0;17053.0
24020;Boca de Huérgano;16601.0;16768.0;17295.0;18592.0;19575.0;20018.0;20724.0;21904.0;22951.0;15050.0;15050.0;16450.0;17850.0;17850.0;19250.0;19950.0;19950.0;22050.0;30038.0;30130.0;32106.0;34340.0;36463.0;37515.0;39210.0;41762.0;43863.0;13288.0;13262.0;13750.0;14866.0;15892.0;16307.0;17277.0;18571.0;19333.0;26152.0;26243.0;27905.0;29827.0;31592.0;32362.0;33115.0;34943.0;37049.0;11569.0;11552.0;11951.0;12912.0;13769.0;14067.0;14592.0;15539.0;16330.0
24021;Boñar;14249.0;14736.0;15044.0;15388.0;16394.0;16783.0;17451.0;17985.0;19467.0;12950.0;13650.0;13650.0;14350.0;15050.0;15750.0;15750.0;17150.0;17850.0;25281.0;25862.0;26446.0;27256.0;28584.0;29129.0;30447.0;31592.0;33523.0;11458.0;11798.0;12043.0;12405.0;13183.0;13578.0;14251.0;14918.0;16219.0;22368.0;22913.0;23030.0;24058.0;25311.0;25605.0;26482.0;27337.0;29110.0;10138.0;10453.0;10488.0;10950.0;11673.0;11936.0;12394.0;12909.0;14084.0
24022;Borrenes;13706.0;13864.0;14420.0;14961.0;15862.0;16309.0;16339.0;17635.0;18314.0;13650.0;12950.0;13650.0;13650.0;15050.0;15050.0;16100.0;16450.0;17150.0;20350.0;20496.0;21388.0;21564.0;22729.0;23317.0;23074.0;25202.0;26860.0;11050.0;11415.0;12086.0;12539.0;13147.0;13761.0;13799.0;15054.0;15811.0;18461.0;18520.0;19155.0;19349.0;20534.0;21102.0;20771.0;22501.0;23961.0;10025.0;10314.0;10824.0;11251.0;11878.0;12453.0;12422.0;13441.0;14104.0
24023;Brazuelo;13465.0;13822.0;14303.0;15312.0;15534.0;16003.0;19107.0;17270.0;19123.0;12250.0;12250.0;12250.0;13650.0;14350.0;15750.0;15050.0;16450.0;17850.0;22155.0;22066.0;23134.0;24570.0;26115.0;26618.0;35019.0;29019.0;32438.0;11152.0;11265.0;11771.0;12285.0;12923.0;13030.0;17383.0;14255.0;16046.0;19746.0;19923.0;20579.0;21765.0;23137.0;23763.0;29594.0;24884.0;28303.0;9940.0;10170.0;10471.0;10882.0;11449.0;11632.0;14691.0;12224.0;14000.0
24024;Burgo Ranero, El;13096.0;13238.0;13228.0;15020.0;15534.0;15600.0;17027.0;18120.0;18946.0;11550.0;11550.0;11550.0;13650.0;13650.0;13650.0;15050.0;15050.0;15750.0;22962.0;23129.0;23651.0;26334.0;26299.0;27245.0;29713.0;30545.0;32408.0;10078.0;10214.0;10215.0;11980.0;12300.0;12295.0;13645.0;14717.0;15683.0;20746.0;20430.0;21261.0;23355.0;23446.0;24177.0;26028.0;26490.0;28038.0;9105.0;9022.0;9183.0;10625.0;10966.0;10910.0;11953.0;12763.0;13568.0
24025;Burón;15166.0;15881.0;16490.0;18191.0;18701.0;18804.0;19612.0;21134.0;22587.0;12950.0;13650.0;14350.0;17150.0;16450.0;16450.0;17850.0;20650.0;22050.0;27158.0;28170.0;27934.0;29846.0;31880.0;31885.0;32809.0;35360.0;39337.0;12080.0;12668.0;13036.0;14726.0;15460.0;15396.0;16121.0;17499.0;19253.0;23848.0;24798.0;24705.0;26105.0;27340.0;27592.0;28313.0;29752.0;33493.0;10607.0;11151.0;11529.0;12881.0;13258.0;13324.0;13912.0;14724.0;16393.0
24026;Bustillo del Páramo;14460.0;14199.0;14297.0;16313.0;16707.0;16465.0;17899.0;19003.0;19223.0;12950.0;12950.0;12950.0;14350.0;15050.0;15050.0;16450.0;17850.0;17850.0;25199.0;24251.0;24271.0;27698.0;28606.0;28275.0;30771.0;32024.0;32723.0;11157.0;11061.0;11152.0;12755.0;13314.0;13212.0;14625.0;15579.0;16061.0;22948.0;21977.0;21972.0;25058.0;25804.0;25287.0;27184.0;28207.0;28484.0;10161.0;10024.0;10095.0;11539.0;12010.0;11816.0;12920.0;13722.0;13980.0
24027;Cabañas Raras;15286.0;16032.0;16605.0;17134.0;18137.0;18172.0;19072.0;19969.0;20801.0;14350.0;15050.0;15750.0;15750.0;16450.0;16450.0;17850.0;18550.0;19250.0;30214.0;31214.0;32121.0;33932.0;35435.0;35215.0;36814.0;38324.0;39681.0;11824.0;12481.0;12974.0;13528.0;14600.0;14575.0;15232.0;16229.0;16941.0;26152.0;26804.0;27665.0;29069.0;30177.0;29911.0;31280.0;32341.0;33717.0;10234.0;10718.0;11174.0;11589.0;12434.0;12380.0;12942.0;13695.0;14394.0
24028;Cabreros del Río;15219.0;15064.0;15666.0;16911.0;16307.0;17732.0;18523.0;19129.0;20889.0;13650.0;12950.0;13650.0;15050.0;15050.0;16450.0;17150.0;17850.0;19250.0;28508.0;27126.0;28965.0;31402.0;31066.0;33802.0;34815.0;34301.0;38663.0;11430.0;10953.0;11968.0;12944.0;12590.0;13885.0;14846.0;15350.0;17152.0;25885.0;24203.0;25825.0;28158.0;27679.0;29789.0;30421.0;29699.0;32899.0;10378.0;9773.0;10671.0;11607.0;11217.0;12236.0;12973.0;13290.0;14595.0
24029;Cabrillanes;17508.0;17904.0;18442.0;18905.0;19782.0;20576.0;20612.0;21596.0;22422.0;16450.0;16450.0;17150.0;17150.0;18550.0;19950.0;19950.0;20650.0;21350.0;35156.0;35363.0;36133.0;36244.0;37920.0;39235.0;38125.0;40915.0;42279.0;14019.0;14255.0;14640.0;15082.0;15809.0;16353.0;16317.0;17420.0;18565.0;30171.0;30573.0;31188.0;31318.0;32898.0;34238.0;33047.0;34887.0;36114.0;12031.0;12324.0;12636.0;13032.0;13715.0;14270.0;14143.0;14854.0;15857.0
24030;Cacabelos;13614.166666666666;13874.833333333334;14307.0;15047.166666666666;15865.333333333334;15868.666666666666;16459.0;17456.833333333332;18720.0;12250.0;12250.0;13066.666666666666;13650.0;14466.666666666666;14700.0;15050.0;15866.666666666666;17266.666666666668;26377.833333333332;26762.666666666668;27136.0;28339.0;29632.0;29507.5;30525.166666666668;32489.666666666668;35477.666666666664;10450.0;10708.166666666666;11075.333333333334;11621.166666666666;12307.0;12492.666666666666;12986.833333333334;13941.5;15274.833333333334;23170.5;23550.0;23621.0;24931.0;26003.5;25794.833333333332;26593.5;27968.0;30372.333333333332;9180.0;9423.666666666666;9639.5;10225.5;10801.333333333334;10923.5;11316.833333333334;12004.666666666666;13080.833333333334
24031;Calzada del Coto;14301.0;14437.0;15044.0;16447.0;16208.0;16635.0;17764.0;18991.0;19985.0;13650.0;13650.0;13650.0;16450.0;16100.0;17150.0;17850.0;18900.0;18550.0;25274.0;25526.0;25888.0;28295.0;27805.0;28760.0;31757.0;33675.0;36076.0;10876.0;10924.0;11706.0;12873.0;12615.0;12962.0;13858.0;14866.0;15887.0;22915.0;23247.0;23275.0;25418.0;25035.0;25812.0;28271.0;29759.0;31537.0;9861.0;9949.0;10524.0;11564.0;11358.0;11634.0;12336.0;13137.0;13888.0
24032;Campazas;15756.0;15649.0;16143.0;16568.0;17347.0;18865.0;18498.0;20094.0;22393.0;12950.0;13650.0;13650.0;14350.0;15050.0;17150.0;17150.0;17850.0;19250.0;26387.0;26074.0;27118.0;28742.0;30675.0;31865.0;31608.0;34505.0;39964.0;12146.0;11985.0;12903.0;13526.0;14222.0;15079.0;15361.0;16164.0;18807.0;23391.0;22703.0;23583.0;25066.0;26613.0;26851.0;27325.0;28853.0;32372.0;10768.0;10436.0;11221.0;11796.0;12339.0;12706.0;13279.0;13517.0;15234.0
24033;Campo de Villavidel;15872.0;16137.0;16230.0;19335.0;18587.0;19609.0;20611.0;22860.0;21967.0;15050.0;13650.0;13650.0;16450.0;15750.0;17850.0;18550.0;19950.0;19250.0;26145.0;26237.0;25899.0;31619.0;30729.0;32554.0;35067.0;39822.0;37231.0;12444.0;13118.0;13013.0;15810.0;15364.0;15569.0;16917.0;19211.0;18709.0;23766.0;23099.0;21895.0;27636.0;26094.0;28988.0;30753.0;33814.0;31639.0;11312.0;11549.0;11001.0;13818.0;13047.0;13864.0;14835.0;16312.0;15899.0
24034;Camponaraya;13288.6;13780.4;14287.0;15166.2;15932.8;15917.2;17145.4;17878.6;19409.4;12250.0;12810.0;13090.0;13790.0;14630.0;14770.0;15750.0;16450.0;18410.0;25518.6;26688.2;27293.8;28959.6;30188.2;30202.0;32514.0;34134.6;37019.6;10245.6;10665.6;11103.4;11791.4;12425.4;12431.4;13496.2;14307.4;15597.6;22350.4;23277.4;23839.4;25288.4;26285.2;26344.2;28163.4;29335.4;31814.6;8974.4;9303.2;9698.8;10297.6;10819.8;10844.8;11691.4;12297.0;13405.0
24036;Valle de Ancares;14360.0;14908.0;14225.0;16015.0;16736.0;16822.0;17187.0;19502.0;19913.0;12250.0;12950.0;12250.0;14700.0;14350.0;15750.0;15050.0;18550.0;19950.0;21918.0;21741.0;21019.0;23685.0;24765.0;25203.0;26702.0;30735.0;31864.0;11192.0;11451.0;11443.0;12545.0;13611.0;13555.0;14212.0;16218.0;17027.0;19932.0;19818.0;19147.0;21608.0;22217.0;22642.0;23877.0;26979.0;27998.0;10178.0;10438.0;10424.0;11444.0;12210.0;12178.0;12709.0;14236.0;14961.0
24037;Cármenes;17678.0;18130.0;17694.0;18256.0;19278.0;18712.0;19885.0;20253.0;21417.0;15050.0;14350.0;15050.0;15750.0;17150.0;16450.0;18550.0;18550.0;19950.0;28128.0;28963.0;27502.0;28719.0;30161.0;29088.0;30167.0;30599.0;33784.0;14444.0;15214.0;15072.0;15710.0;16452.0;16433.0;17691.0;17750.0;19096.0;24621.0;25307.0;24113.0;24982.0;26165.0;25080.0;25962.0;26417.0;28843.0;12643.0;13293.0;13215.0;13665.0;14272.0;14169.0;15225.0;15324.0;16302.0
24038;Carracedelo;14268.0;14649.5;14973.0;16066.5;17611.75;16982.5;17706.25;18819.25;20100.75;13125.0;13650.0;13825.0;15225.0;15837.5;15750.0;16625.0;17850.0;18550.0;27182.0;27696.25;27998.75;29424.25;32436.0;31099.0;32632.0;34895.5;37507.25;11104.25;11416.0;11666.25;12587.25;14043.5;13451.25;14068.25;15065.5;16296.5;23857.25;24334.0;24597.0;25716.0;27993.0;27240.5;28412.25;30162.25;32171.75;9746.5;10030.5;10248.75;11001.25;12121.25;11782.25;12249.0;13021.5;13978.0
24039;Carrizo;14589.25;15040.5;14991.75;16341.5;17092.5;16973.0;17664.0;18315.75;19942.25;12950.0;13650.0;13650.0;15050.0;15575.0;15575.0;16275.0;17237.5;18550.0;27499.75;28164.5;27784.75;30360.0;31796.75;31502.75;32582.25;33781.0;37329.25;11296.75;11633.5;11644.0;12827.75;13482.75;13269.5;13940.25;14696.25;16156.0;24370.25;24871.25;24542.25;26679.75;27643.25;27451.0;28536.5;29309.5;32182.5;10011.0;10272.75;10285.0;11273.25;11722.0;11562.75;12209.5;12750.5;13928.5
24040;Carrocera;16775.0;17265.0;18392.0;18608.0;18462.0;19234.0;20757.0;20819.0;21609.0;14350.0;15050.0;16450.0;17150.0;17150.0;17150.0;17850.0;18550.0;19950.0;28666.0;29811.0;31952.0;32320.0;30653.0;31664.0;34887.0;34545.0;35662.0;13551.0;14496.0;15593.0;15976.0;15747.0;16721.0;17986.0;18450.0;19369.0;24991.0;25586.0;27368.0;27564.0;26388.0;27190.0;29625.0;29210.0;29812.0;11814.0;12442.0;13356.0;13625.0;13556.0;14359.0;15273.0;15601.0;16192.0
24041;Carucedo;13116.0;13590.0;14360.0;14971.0;16080.0;15939.0;17773.0;18449.0;19049.0;12250.0;12950.0;12950.0;14350.0;15050.0;15050.0;16450.0;17150.0;17850.0;22578.0;23025.0;24484.0;25669.0;27003.0;26572.0;29399.0;31125.0;32600.0;10256.0;10455.0;11109.0;11731.0;12686.0;12661.0;14140.0;15024.0;15825.0;20383.0;20927.0;22035.0;23173.0;24325.0;23989.0;26306.0;27696.0;28574.0;9258.0;9502.0;9998.0;10590.0;11428.0;11430.0;12652.0;13368.0;13870.0
24042;Castilfalé;;;;;;;;;;;;;;;;;;;;;;;;29539.0;30556.0;32369.0;36169.0;;;;;;14398.0;14859.0;15333.0;17180.0;;;;;;26307.0;27063.0;27998.0;31047.0;;;;;;12822.0;13161.0;13262.0;14747.0
24043;Castrillo de Cabrera;13688.0;13600.0;13994.0;14084.0;15655.0;15737.0;16127.0;18337.0;19752.0;12950.0;12950.0;12950.0;14350.0;15750.0;15400.0;16450.0;17150.0;18550.0;19822.0;19122.0;20247.0;20278.0;23097.0;23162.0;23075.0;25983.0;28552.0;11500.0;11293.0;12080.0;12411.0;13941.0;13940.0;14504.0;16668.0;18169.0;17608.0;17276.0;18139.0;18004.0;20167.0;20380.0;19972.0;22546.0;24634.0;10215.0;10202.0;10822.0;11020.0;12173.0;12265.0;12554.0;14464.0;15676.0
24044;Castrillo de la Valduerna;13013.0;13452.0;13770.0;14716.0;15705.0;15623.0;16930.0;17855.0;18900.0;12950.0;12600.0;12950.0;14350.0;14350.0;14350.0;15050.0;15750.0;16450.0;20907.0;21533.0;21716.0;22496.0;24236.0;24079.0;26113.0;27150.0;29633.0;10278.0;10578.0;10990.0;11893.0;12666.0;13252.0;14145.0;14809.0;15860.0;19230.0;19989.0;20243.0;20866.0;22393.0;21834.0;23558.0;24466.0;26628.0;9454.0;9819.0;10245.0;11031.0;11702.0;12016.0;12761.0;13345.0;14252.0
24046;Castrocalbón;12240.0;12244.0;12760.0;13730.0;13979.0;14664.0;15558.0;16328.0;17432.0;11550.0;11550.0;11550.0;11550.0;12250.0;12950.0;14350.0;15050.0;15750.0;21419.0;21096.0;22019.0;23618.0;24013.0;25366.0;26970.0;28169.0;30539.0;9379.0;9404.0;9935.0;10675.0;10980.0;11392.0;12161.0;12827.0;13795.0;19663.0;19222.0;19993.0;21419.0;21720.0;23005.0;24084.0;25105.0;27145.0;8610.0;8569.0;9020.0;9681.0;9932.0;10331.0;10859.0;11432.0;12262.0
24047;Castrocontrigo;13907.0;14056.0;14159.0;15322.0;15688.0;15980.0;16562.0;17457.0;18639.0;12250.0;12950.0;12950.0;13650.0;14350.0;14350.0;15050.0;15750.0;17150.0;22744.0;22916.0;23121.0;24279.0;24333.0;24635.0;25358.0;26846.0;28806.0;11274.0;11301.0;11575.0;12589.0;13092.0;13409.0;14011.0;14914.0;16008.0;20681.0;20798.0;20932.0;21878.0;21978.0;22064.0;22549.0;23688.0;25394.0;10252.0;10256.0;10479.0;11344.0;11825.0;12010.0;12459.0;13160.0;14112.0
24049;Castropodame;14789.0;15632.0;16033.0;16893.0;18008.0;17777.0;18404.0;19615.0;20371.0;13650.0;14350.0;15050.0;15750.0;17150.0;17150.0;17150.0;18550.0;19250.0;28304.0;29752.0;29948.0;31771.0;34018.0;33514.0;34333.0;36667.0;38583.0;11675.0;12444.0;12827.0;13558.0;14504.0;14303.0;14858.0;15979.0;16809.0;24616.0;25832.0;26083.0;27546.0;29520.0;29136.0;29789.0;31488.0;32851.0;10154.0;10804.0;11172.0;11754.0;12587.0;12435.0;12891.0;13723.0;14312.0
24050;Castrotierra de Valmadrigal;14042.0;14496.0;13688.0;15219.0;14719.0;15069.0;18518.0;16450.0;19363.0;11550.0;12950.0;12600.0;13650.0;13650.0;12950.0;18200.0;16450.0;17850.0;23172.0;24932.0;23192.0;26212.0;24905.0;27919.0;35768.0;29713.0;35155.0;10855.0;11333.0;10561.0;11624.0;11240.0;11822.0;14903.0;12894.0;15401.0;20486.0;22531.0;21104.0;22964.0;22642.0;24753.0;30568.0;25693.0;30657.0;9597.0;10242.0;9610.0;10184.0;10219.0;10481.0;12737.0;11150.0;13431.0
24051;Cea;13572.0;13833.0;14350.0;15544.0;16404.0;17019.0;16943.0;18095.0;19167.0;12250.0;12250.0;12950.0;14350.0;15050.0;14350.0;16450.0;16450.0;17850.0;23195.0;23830.0;24556.0;26631.0;27711.0;28953.0;28417.0;30645.0;32918.0;10766.0;11015.0;11467.0;12371.0;13024.0;13569.0;13661.0;14831.0;15790.0;21029.0;21399.0;22078.0;23909.0;24837.0;25612.0;24999.0;26461.0;28610.0;9760.0;9891.0;10310.0;11107.0;11673.0;12004.0;12018.0;12806.0;13723.0
24052;Cebanico;12975.0;12530.0;13553.0;14403.0;15678.0;16012.0;16510.0;18238.0;19722.0;11550.0;10850.0;12950.0;12950.0;14350.0;14350.0;16450.0;17150.0;17500.0;20883.0;19935.0;20936.0;22998.0;25397.0;26016.0;26951.0;29505.0;33068.0;10442.0;10417.0;11231.0;11895.0;12786.0;13102.0;13572.0;14859.0;16534.0;18993.0;18143.0;19138.0;20743.0;22853.0;23319.0;24032.0;25983.0;28646.0;9496.0;9481.0;10266.0;10729.0;11505.0;11744.0;12102.0;13085.0;14323.0
24053;Cebrones del Río;14229.0;14241.0;14777.0;15050.0;15744.0;16404.0;17257.0;18562.0;19571.0;12250.0;12950.0;12950.0;13650.0;14350.0;14350.0;15050.0;16450.0;17850.0;24437.0;23793.0;24804.0;25246.0;26301.0;27813.0;30203.0;31757.0;35323.0;11167.0;10997.0;11618.0;11834.0;12370.0;13046.0;13829.0;14781.0;16093.0;22044.0;21556.0;22401.0;22849.0;23714.0;24945.0;26580.0;27605.0;30583.0;10073.0;9963.0;10493.0;10710.0;11153.0;11701.0;12170.0;12848.0;13934.0
24054;Cimanes de la Vega;14071.0;13924.0;14231.0;15680.0;15876.0;16496.0;17256.0;18034.0;20465.0;12950.0;12250.0;13650.0;13650.0;14350.0;14350.0;15750.0;16450.0;17850.0;24752.0;24809.0;25176.0;28150.0;28027.0;28689.0;31098.0;32665.0;36829.0;10744.0;10884.0;11118.0;12558.0;12498.0;13035.0;13844.0;14590.0;16756.0;22477.0;22383.0;22556.0;24904.0;24925.0;25481.0;27300.0;28420.0;31865.0;9756.0;9820.0;9961.0;11110.0;11115.0;11577.0;12153.0;12694.0;14498.0
24055;Cimanes del Tejar;15674.0;15961.0;16176.0;17811.0;18230.0;18769.0;19654.0;20723.0;21138.0;13650.0;13650.0;14350.0;15750.0;16450.0;16450.0;17150.0;18550.0;18550.0;26095.0;26989.0;27492.0;29684.0;30764.0;31161.0;32594.0;35344.0;36198.0;12839.0;13138.0;13432.0;14760.0;15446.0;15962.0;16827.0;18135.0;18548.0;23199.0;23860.0;24062.0;26041.0;26654.0;26981.0;28342.0;29857.0;30815.0;11415.0;11615.0;11756.0;12949.0;13383.0;13821.0;14632.0;15320.0;15789.0
24056;Cistierna;14519.25;14878.0;15434.75;16220.0;17064.25;17418.5;18027.0;18762.0;20026.75;12950.0;13825.0;14350.0;15050.0;15750.0;16275.0;16975.0;17325.0;18550.0;25975.25;26607.25;27341.0;28535.25;30039.0;30373.75;31367.5;32858.0;35192.0;11570.75;11898.75;12428.0;13079.75;13810.75;14164.0;14651.25;15581.0;16701.75;22752.75;23309.5;23883.5;24879.25;26171.5;26427.5;27211.25;28157.25;30190.25;10135.5;10424.25;10856.0;11404.25;12032.5;12324.25;12710.0;13352.0;14328.0
