Código;Distribución de la renta P80/P20;Índice de Gini;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por hogar;Renta bruta media por persona;Renta neta media por hogar;Renta neta media por persona
04057;2.4;30.5;14056.0;12250.0;23818.0;11501.0;21010.0;10145.0
04058;2.3;27.1;16775.0;16450.0;29246.0;13273.0;26066.0;11829.0
04059;2.5;30.9;15763.0;15050.0;26398.0;12856.0;23605.0;11496.0
04060;3.2;33.7;15160.0;13650.0;28933.0;11847.0;25174.0;10308.0
04061;2.4;28.6;17038.0;15750.0;28663.0;14112.0;24786.0;12203.0
04062;2.3;27.2;18211.0;15750.0;36149.0;14637.0;30023.0;12157.0
04063;2.3;29.3;16729.0;15050.0;30034.0;13804.0;26141.0;12015.0
04064;3.2;36.5;18064.0;15750.0;35102.0;15227.0;29054.0;12603.0
04065;2.8;32.5;14758.0;13650.0;25120.0;12302.0;22378.0;10959.0
04066;2.5;29.4;13952.0;12250.0;30860.0;10227.0;27125.0;8989.0
04067;2.3;30.0;14996.0;12950.0;21368.0;13786.0;18959.0;12231.0
04068;2.1;22.9;21745.0;19950.0;38374.0;18428.0;32566.0;15639.0
04069;2.3;28.6;17406.0;15750.0;35606.0;13755.0;30201.0;11667.0
04070;2.4;31.3;15918.0;14350.0;27575.0;12858.0;24381.0;11369.0
04071;2.4;30.4;17739.0;15750.0;29067.0;15507.0;25178.0;13432.0
04072;3.3;34.6;15564.0;14350.0;27570.0;12947.0;24168.0;11350.0
04073;2.0;29.1;15284.0;13650.0;22732.0;13285.0;20217.0;11815.0
04074;2.7;30.4;15892.0;14350.0;33469.0;12087.0;28888.0;10433.0
04075;2.2;26.3;17753.0;16450.0;41815.0;13355.0;35449.0;11322.0
04076;2.2;27.1;16787.0;15750.0;30012.0;13779.0;25870.0;11877.0
04077;1.9;26.0;16732.0;15050.0;24431.0;13091.0;20259.0;10855.0
04078;2.6;29.0;14887.0;13650.0;30137.0;11418.0;26355.0;9985.0
04079;2.8;33.0;17428.0;15050.0;38298.0;13754.0;31886.0;11452.0
04080;2.1;26.8;17634.0;17150.0;28402.0;15312.0;24606.0;13266.0
04081;2.4;31.6;14500.0;13650.0;27526.0;11710.0;24259.0;10320.0
04082;2.9;32.4;19092.0;16450.0;30854.0;17255.0;26442.0;14788.0
04083;2.2;27.0;18104.0;16450.0;31757.0;15073.0;27196.0;12908.0
04084;2.0;26.8;17258.0;16450.0;28279.0;14908.0;24468.0;12899.0
04085;2.3;28.1;18483.0;17850.0;35082.0;14617.0;30096.0;12540.0
04086;2.5;29.2;15913.0;14350.0;30274.0;12407.0;26470.0;10848.0
04087;2.9;35.2;17893.0;14350.0;30755.0;15853.0;26261.0;13537.0
04088;2.4;29.1;15159.0;14350.0;29542.0;11647.0;25946.0;10229.0
04089;2.6;31.7;15144.0;14350.0;27725.0;11777.0;24464.0;10392.0
04090;2.4;27.3;18616.0;16450.0;33720.0;15563.0;28948.0;13360.0
04091;3.0;36.1;16368.0;14350.0;28008.0;14077.0;24269.0;12198.0
04092;2.5;30.2;18018.0;16450.0;34599.0;14747.0;29258.0;12471.0
04093;2.7;32.1;14188.0;12950.0;26729.0;11133.0;23538.0;9803.0
04094;2.2;26.9;17417.0;17150.0;28033.0;14523.0;24613.0;12751.0
04095;2.3;28.6;15360.0;14350.0;26766.0;11930.0;23821.0;10617.0
04096;2.2;30.9;18610.0;17150.0;33654.0;16064.0;28901.0;13796.0
04097;2.8;28.6;19839.0;19250.0;31532.0;17211.0;27422.0;14968.0
04098;2.4;30.0;17157.0;15750.0;29418.0;14238.0;25664.0;12421.0
04099;2.4;28.9;17109.0;15750.0;33619.0;13885.0;27113.0;11198.0
04100;2.7;32.6;17086.0;14350.0;36682.0;13505.0;30773.0;11330.0
04101;2.3;26.7;16216.0;15050.0;33369.0;12166.0;29130.0;10621.0
04102;2.5;28.9;14745.0;13650.0;32288.0;10922.0;28377.0;9599.0
04103;2.6;30.5;16085.0;15050.0;29062.0;12845.0;25697.0;11358.0
04901;2.8;29.6;16935.0;15050.0;27804.0;13951.0;24751.0;12419.0
04902;2.4;30.5;15825.0;13650.0;34609.0;12071.0;29523.0;10297.0
04903;2.2;26.5;14853.0;13650.0;36369.0;10520.0;32087.0;9282.0
04904;2.3;26.7;15810.0;15050.0;32448.0;12086.0;28322.0;10549.0
05001;2.3;28.2;19722.0;16450.0;38290.0;16877.0;32088.0;14143.0
05002;2.6;32.2;16417.0;14350.0;30351.0;13434.0;26052.0;11531.0
05005;2.6;30.0;20262.0;17150.0;32755.0;18745.0;27124.0;15523.0
05007;2.0;22.9;16076.0;16450.0;26291.0;12755.0;24231.0;11756.0
05008;2.3;26.7;17871.0;16100.0;34826.0;13756.0;30616.0;12093.0
05010;1.8;22.1;16700.0;16450.0;27162.0;13387.0;24700.0;12174.0
05012;2.0;25.2;16591.0;15050.0;31008.0;13461.0;27057.0;11746.0
05013;2.3;28.3;17619.0;16450.0;30551.0;14582.0;26695.0;12741.0
05014;2.5;29.9;17348.0;15050.0;31537.0;14191.0;27161.0;12222.0
05015;;;;;30618.0;16653.0;26544.0;14437.0
05016;2.4;28.2;19619.0;17850.0;38838.0;15811.0;32966.0;13421.0
05017;;;;;35976.0;18005.0;30364.0;15197.0
05018;;;;;26695.0;15122.0;23630.0;13386.0
05019;2.7;30.1;21949.0;19950.0;42552.0;18428.0;35239.0;15261.0
05021;2.5;30.2;18633.0;16450.0;33898.0;15727.0;28732.0;13330.0
05022;2.3;27.8;17896.0;16450.0;32987.0;14470.0;28630.0;12559.0
05023;2.3;26.2;20924.0;17850.0;42579.0;17181.0;36028.0;14537.0
05024;2.5;28.6;17739.0;15050.0;25399.0;15540.0;22667.0;13869.0
05025;;;;;26695.0;15122.0;23630.0;13386.0
05026;2.0;26.2;18697.0;17150.0;30947.0;15833.0;27240.0;13937.0
05027;2.6;28.8;22035.0;19250.0;41182.0;18232.0;34754.0;15386.0
05029;;;;;35976.0;18005.0;30364.0;15197.0
05030;;;;;30618.0;16653.0;26544.0;14437.0
05033;3.2;31.5;15500.0;13650.0;29619.0;12745.0;25571.0;11003.0
05034;;;;;35976.0;18005.0;30364.0;15197.0
05035;;;;;35976.0;18005.0;30364.0;15197.0
05036;2.4;25.4;18658.0;16450.0;31181.0;15024.0;27819.0;13404.0
05037;2.0;24.6;15590.0;13650.0;25127.0;12919.0;23082.0;11868.0
05038;2.6;29.3;17604.0;16450.0;31079.0;14580.0;27232.0;12775.0
05039;;;;;30618.0;16653.0;26544.0;14437.0
05040;;;;;30618.0;16653.0;26544.0;14437.0
05041;2.7;29.7;16828.0;15050.0;29225.0;13892.0;25538.0;12140.0
05042;2.8;30.5;21405.0;17150.0;36181.0;18090.0;30875.0;15438.0
05043;;;;;35976.0;18005.0;30364.0;15197.0
05044;2.2;30.1;16589.0;14350.0;27058.0;14415.0;23695.0;12624.0
05045;;;;;35976.0;18005.0;30364.0;15197.0
05046;;;;;35976.0;18005.0;30364.0;15197.0
05047;2.3;28.9;16483.0;15050.0;29427.0;13341.0;25735.0;11667.0
05048;;;;;35976.0;18005.0;30364.0;15197.0
05049;2.2;24.2;20910.0;20650.0;37747.0;17838.0;32044.0;15142.0
05051;2.5;29.1;17924.0;17150.0;28738.0;15447.0;25119.0;13502.0
05052;;;;;26695.0;15122.0;23630.0;13386.0
05053;;;;;30618.0;16653.0;26544.0;14437.0
05054;2.4;28.4;15508.0;13650.0;26701.0;12979.0;23325.0;11338.0
05055;2.5;28.4;15525.0;13650.0;25336.0;13286.0;22278.0;11683.0
05056;2.3;25.5;26694.0;23450.0;56927.0;21348.0;46778.0;17542.0
05057;2.5;29.1;15810.0;14350.0;28997.0;12843.0;25275.0;11194.0
05058;;;;;27780.0;15319.0;23964.0;13215.0
05059;;;;;30618.0;16653.0;26544.0;14437.0
05060;2.4;26.2;19802.0;17850.0;37973.0;14970.0;33387.0;13162.0
05061;2.4;27.6;19009.0;17850.0;36554.0;15256.0;31016.0;12944.0
05062;2.4;33.1;22856.0;17850.0;40949.0;19890.0;33509.0;16276.0
05063;;;;;26695.0;15122.0;23630.0;13386.0
05064;;;;;35976.0;18005.0;30364.0;15197.0
05065;2.8;30.8;22046.0;18550.0;42036.0;18673.0;34544.0;15345.0
05066;2.8;33.0;17440.0;15050.0;29676.0;14927.0;25455.0;12804.0
05067;;;;;30618.0;16653.0;26544.0;14437.0
05069;;;;;35976.0;18005.0;30364.0;15197.0
05070;;;;;35976.0;18005.0;30364.0;15197.0
05072;;;;;35976.0;18005.0;30364.0;15197.0
05073;2.5;44.2;23465.0;16450.0;40478.0;20164.0;33680.0;16778.0
05074;2.3;27.6;20117.0;18550.0;36801.0;16635.0;31489.0;14233.0
05075;;;;;;;;
05076;2.3;25.9;19057.0;18550.0;38300.0;15166.0;32460.0;12853.0
05077;1.9;22.6;16622.0;15050.0;29276.0;13184.0;26325.0;11855.0
05078;;;;;35976.0;18005.0;30364.0;15197.0
05079;;;;;30618.0;16653.0;26544.0;14437.0
05080;;;;;30618.0;16653.0;26544.0;14437.0
05081;;;;;27780.0;15319.0;23964.0;13215.0
05082;2.0;27.1;16262.0;13650.0;27627.0;13390.0;24352.0;11803.0
05083;2.6;28.8;22313.0;18550.0;39731.0;18597.0;33648.0;15750.0
05084;;;;;26695.0;15122.0;23630.0;13386.0
05085;;;;;26695.0;15122.0;23630.0;13386.0
05086;;;;;35976.0;18005.0;30364.0;15197.0
05087;3.4;37.8;18606.0;15050.0;34046.0;15667.0;28994.0;13342.0
05088;;;;;30618.0;16653.0;26544.0;14437.0
05089;2.3;26.8;18910.0;17150.0;31540.0;16540.0;27265.0;14298.0
05090;;;;;35976.0;18005.0;30364.0;15197.0
05092;2.3;27.3;17977.0;17150.0;32232.0;14859.0;27943.0;12882.0
05093;3.0;33.7;15916.0;14350.0;26501.0;14005.0;23233.0;12278.0
05094;2.9;35.0;18885.0;16100.0;32958.0;16711.0;27745.0;14068.0
05095;2.7;35.2;16131.0;12950.0;26014.0;13519.0;22278.0;11577.0
05096;;;;;30618.0;16653.0;26544.0;14437.0
05097;2.0;25.4;16994.0;15750.0;27201.0;13601.0;24744.0;12372.0
05099;2.3;27.4;17967.0;16450.0;30546.0;14634.0;26582.0;12735.0
05100;2.4;28.3;19859.0;18550.0;34323.0;17097.0;29496.0;14693.0
05101;2.6;28.8;20738.0;17850.0;34124.0;19046.0;28906.0;16134.0
05102;2.4;28.1;14893.0;13650.0;26933.0;11756.0;23852.0;10412.0
05103;;;;;26695.0;15122.0;23630.0;13386.0
05104;;;;;27780.0;15319.0;23964.0;13215.0
05105;2.2;25.3;20896.0;18550.0;38973.0;17604.0;33292.0;15038.0
05106;;;;;27780.0;15319.0;23964.0;13215.0
05107;;;;;30618.0;16653.0;26544.0;14437.0
05108;;;;;26695.0;15122.0;23630.0;13386.0
05109;2.0;23.7;19543.0;18550.0;39013.0;15281.0;33563.0;13146.0
05110;2.4;28.1;15615.0;14350.0;27176.0;12731.0;23138.0;10840.0
05112;4.0;36.7;19523.0;17150.0;30281.0;18471.0;25289.0;15426.0
05113;;;;;26695.0;15122.0;23630.0;13386.0
05114;2.1;24.4;17113.0;16450.0;30865.0;13619.0;27424.0;12101.0
05115;2.5;31.2;19687.0;16450.0;34862.0;17201.0;29671.0;14639.0
05116;;;;;26695.0;15122.0;23630.0;13386.0
05117;2.2;28.2;17283.0;16100.0;31577.0;14127.0;27282.0;12205.0
05118;;;;;30618.0;16653.0;26544.0;14437.0
05119;;;;;30618.0;16653.0;26544.0;14437.0
05120;;;;;30618.0;16653.0;26544.0;14437.0
05121;2.0;24.5;21268.0;19950.0;41116.0;17269.0;35059.0;14725.0
05122;2.7;31.6;15970.0;13650.0;25274.0;14041.0;22468.0;12482.0
05123;3.1;29.4;24843.0;22750.0;47891.0;21845.0;39348.0;17948.0
05124;;;;;26695.0;15122.0;23630.0;13386.0
05125;;;;;30618.0;16653.0;26544.0;14437.0
05126;;;;;26695.0;15122.0;23630.0;13386.0
05127;2.3;28.0;16090.0;14350.0;27560.0;13492.0;24146.0;11820.0
05128;2.0;24.5;22355.0;18550.0;40557.0;17980.0;34640.0;15357.0
05129;;;;;26695.0;15122.0;23630.0;13386.0
05130;2.5;26.9;20092.0;19250.0;33432.0;17456.0;28552.0;14907.0
05131;;;;;30618.0;16653.0;26544.0;14437.0
05132;2.2;28.1;16897.0;15050.0;29196.0;13927.0;25493.0;12161.0
05133;;;;;35976.0;18005.0;30364.0;15197.0
05134;;;;;35976.0;18005.0;30364.0;15197.0
05135;2.5;32.7;18888.0;16450.0;35309.0;15586.0;29972.0;13231.0
05136;;;;;30618.0;16653.0;26544.0;14437.0
05138;2.3;26.7;20844.0;19250.0;38494.0;17123.0;33134.0;14739.0
05139;;;;;30618.0;16653.0;26544.0;14437.0
05140;2.3;31.0;19390.0;15050.0;36860.0;16419.0;30746.0;13696.0
05141;3.0;29.9;22036.0;21350.0;44420.0;17947.0;37319.0;15078.0
05142;;;;;35976.0;18005.0;30364.0;15197.0
05143;;;;;30618.0;16653.0;26544.0;14437.0
05144;;;;;30618.0;16653.0;26544.0;14437.0
05145;;;;;30618.0;16653.0;26544.0;14437.0
05147;3.1;32.2;19703.0;17150.0;34717.0;15657.0;30129.0;13588.0
05148;;;;;30618.0;16653.0;26544.0;14437.0
05149;3.2;31.2;18057.0;17150.0;26467.0;15628.0;23333.0;13777.0
05151;;;;;26695.0;15122.0;23630.0;13386.0
05152;2.8;32.9;22650.0;17850.0;44334.0;19058.0;36545.0;15710.0
05153;;;;;26695.0;15122.0;23630.0;13386.0
05154;;;;;27780.0;15319.0;23964.0;13215.0
05155;;;;;26695.0;15122.0;23630.0;13386.0
05156;2.7;31.9;19510.0;15750.0;36569.0;17784.0;29836.0;14509.0
05157;2.9;29.8;24046.0;21350.0;41512.0;21892.0;34819.0;18362.0
05158;2.6;30.8;17192.0;15050.0;27659.0;14565.0;24574.0;12940.0
05159;2.3;27.1;15498.0;13650.0;22650.0;12872.0;20584.0;11698.0
05160;2.2;25.4;18170.0;17150.0;29351.0;15370.0;25768.0;13494.0
05161;2.8;34.6;15494.0;12950.0;28354.0;12974.0;24647.0;11278.0
05162;;;;;27780.0;15319.0;23964.0;13215.0
05163;2.7;31.3;17074.0;14350.0;29875.0;14476.0;25743.0;12474.0
05164;;;;;27780.0;15319.0;23964.0;13215.0
05165;2.1;31.3;20712.0;18550.0;36164.0;18527.0;30125.0;15433.0
05166;2.2;26.6;18809.0;16450.0;31462.0;15935.0;27660.0;14010.0
05167;3.7;35.7;19685.0;17150.0;32416.0;18184.0;27019.0;15157.0
05168;2.5;30.1;16173.0;14350.0;31821.0;12772.0;27442.0;11014.0
05169;1.9;24.8;17893.0;17150.0;28244.0;14794.0;25254.0;13228.0
05170;;;;;26695.0;15122.0;23630.0;13386.0
05171;;;;;26695.0;15122.0;23630.0;13386.0
05172;2.7;35.4;19681.0;15050.0;36716.0;15877.0;31823.0;13761.0
05173;;;;;30618.0;16653.0;26544.0;14437.0
05174;;;;;35976.0;18005.0;30364.0;15197.0
05175;2.5;30.5;20544.0;16800.0;34191.0;18698.0;28756.0;15726.0
05176;2.2;26.3;20552.0;19950.0;36286.0;17343.0;31046.0;14838.0
05177;2.8;33.3;21646.0;19250.0;38784.0;18198.0;33240.0;15597.0
05178;2.3;27.2;19760.0;17850.0;36349.0;16176.0;31054.0;13819.0
05179;2.3;30.3;18268.0;16450.0;30236.0;15597.0;25979.0;13401.0
05180;;;;;30618.0;16653.0;26544.0;14437.0
05181;;;;;30618.0;16653.0;26544.0;14437.0
05182;2.3;29.2;16771.0;15050.0;26543.0;14436.0;23273.0;12658.0
05183;2.6;31.5;19069.0;16450.0;31954.0;16492.0;27295.0;14088.0
05184;2.8;35.5;18181.0;15050.0;30553.0;17398.0;25607.0;14582.0
05185;1.8;24.8;17204.0;15050.0;28547.0;15097.0;24411.0;12910.0
05186;2.5;29.9;19813.0;17850.0;37007.0;16317.0;31689.0;13972.0
05187;2.6;31.4;15846.0;14350.0;27567.0;13182.0;23926.0;11441.0
05188;;;;;30618.0;16653.0;26544.0;14437.0
05189;1.9;25.2;15246.0;14350.0;23935.0;12956.0;21424.0;11597.0
05190;;;;;35976.0;18005.0;30364.0;15197.0
05191;2.8;30.9;18136.0;17150.0;29123.0;15621.0;25383.0;13615.0
05192;;;;;26695.0;15122.0;23630.0;13386.0
05193;2.4;28.6;18327.0;16800.0;28997.0;16150.0;25570.0;14242.0
05194;3.0;33.0;22818.0;19250.0;36913.0;20407.0;30871.0;17067.0
05195;2.4;25.1;21305.0;19950.0;34502.0;18168.0;30083.0;15842.0
05196;;;;;35976.0;18005.0;30364.0;15197.0
05197;2.1;28.0;21023.0;19950.0;36883.0;17914.0;31088.0;15100.0
05198;;;;;35976.0;18005.0;30364.0;15197.0
05199;;;;;26695.0;15122.0;23630.0;13386.0
05200;;;;;26695.0;15122.0;23630.0;13386.0
05201;2.2;29.6;18072.0;16450.0;28643.0;15992.0;24744.0;13815.0
05204;2.2;25.8;18269.0;17150.0;33200.0;14883.0;28836.0;12926.0
05205;;;;;30618.0;16653.0;26544.0;14437.0
05206;;;;;30618.0;16653.0;26544.0;14437.0
05207;2.7;31.9;15567.0;12950.0;26826.0;13148.0;23679.0;11606.0
05208;;;;;35976.0;18005.0;30364.0;15197.0
05209;;;;;30618.0;16653.0;26544.0;14437.0
05210;;;;;35976.0;18005.0;30364.0;15197.0
05211;2.4;25.9;15007.0;14000.0;25884.0;12202.0;23014.0;10849.0
05212;2.5;29.5;17313.0;15050.0;25665.0;14895.0;22923.0;13303.0
05213;;;;;30618.0;16653.0;26544.0;14437.0
05214;;;;;26695.0;15122.0;23630.0;13386.0
05215;2.5;29.4;18156.0;16450.0;29332.0;15928.0;25410.0;13799.0
05216;2.5;29.5;17057.0;14350.0;31000.0;14014.0;26970.0;12192.0
05217;;;;;26695.0;15122.0;23630.0;13386.0
05218;2.2;24.0;15633.0;14700.0;23179.0;12498.0;21594.0;11644.0
05219;;;;;35976.0;18005.0;30364.0;15197.0
05220;2.6;33.3;19148.0;16800.0;35000.0;15339.0;30164.0;13220.0
05221;2.1;23.7;15257.0;15050.0;24453.0;12679.0;21929.0;11371.0
05222;2.1;27.3;16262.0;15050.0;25561.0;14378.0;22874.0;12866.0
05224;2.7;31.9;25610.0;22400.0;46450.0;22314.0;37982.0;18246.0
05225;2.6;33.7;19727.0;15050.0;35515.0;16651.0;30040.0;14084.0
05226;;;;;26695.0;15122.0;23630.0;13386.0
05227;2.8;33.2;15856.0;14350.0;28442.0;13685.0;24366.0;11723.0
05228;2.2;25.6;16851.0;14350.0;27007.0;13829.0;24419.0;12504.0
05229;;;;;35976.0;18005.0;30364.0;15197.0
05230;;;;;35976.0;18005.0;30364.0;15197.0
05231;2.0;25.5;20241.0;17150.0;34485.0;16827.0;29746.0;14515.0
05232;2.5;25.6;20537.0;16450.0;34774.0;17785.0;30176.0;15434.0
05233;2.2;26.9;16465.0;14000.0;27162.0;13698.0;24008.0;12108.0
05234;;;;;30618.0;16653.0;26544.0;14437.0
05235;2.5;24.0;19888.0;19250.0;34530.0;16588.0;29372.0;14110.0
05236;3.2;33.4;15101.0;14350.0;20340.0;13210.0;18194.0;11817.0
05237;2.3;27.9;20016.0;18550.0;33763.0;16512.0;29540.0;14446.0
05238;2.4;26.7;18930.0;17850.0;32275.0;15679.0;28230.0;13714.0
05239;2.3;26.8;20164.0;18550.0;36594.0;17087.0;31114.0;14528.0
05240;2.8;31.7;15526.0;13650.0;29739.0;12356.0;25802.0;10720.0
05241;2.7;30.8;15518.0;13650.0;29163.0;12550.0;25463.0;10958.0
05242;1.9;23.2;19884.0;18550.0;39378.0;15028.0;34297.0;13089.0
05243;;;;;30618.0;16653.0;26544.0;14437.0
05244;;;;;26695.0;15122.0;23630.0;13386.0
05245;2.3;24.8;20842.0;20650.0;41842.0;16502.0;35472.0;13990.0
05246;;;;;26695.0;15122.0;23630.0;13386.0
05247;2.2;25.5;16009.0;15050.0;25633.0;13363.0;22901.0;11939.0
05249;2.6;31.4;17086.0;14350.0;25979.0;15482.0;22485.0;13400.0
05251;;;;;30618.0;16653.0;26544.0;14437.0
05252;;;;;30618.0;16653.0;26544.0;14437.0
05253;;;;;35976.0;18005.0;30364.0;15197.0
05254;2.4;33.5;16582.0;12950.0;33214.0;13595.0;28558.0;11689.0
05256;;;;;30618.0;16653.0;26544.0;14437.0
05257;3.1;40.8;20957.0;15750.0;35924.0;18373.0;30045.0;15367.0
05258;2.4;23.6;18975.0;19250.0;29803.0;17031.0;25769.0;14725.0
05259;;;;;35976.0;18005.0;30364.0;15197.0
05260;3.1;33.8;20475.0;16450.0;33159.0;17728.0;28245.0;15101.0
05261;;;;;26695.0;15122.0;23630.0;13386.0
05262;2.1;24.9;17672.0;15750.0;29291.0;15026.0;25621.0;13143.0
05263;2.2;26.3;18777.0;17850.0;32291.0;16248.0;27828.0;14003.0
05264;;;;;35976.0;18005.0;30364.0;15197.0
05265;;;;;30618.0;16653.0;26544.0;14437.0
05266;;;;;30618.0;16653.0;26544.0;14437.0
05267;;;;;27780.0;15319.0;23964.0;13215.0
05901;2.4;30.6;20150.0;17850.0;30371.0;18250.0;26112.0;15690.0
05902;2.6;29.4;23184.0;22050.0;46166.0;19053.0;38648.0;15950.0
05903;1.8;27.0;15862.0;15050.0;22540.0;13609.0;20510.0;12384.0
05904;4.1;32.7;17204.0;15750.0;26620.0;15765.0;22782.0;13493.0
05905;2.5;28.2;21175.0;18900.0;32999.0;20249.0;27392.0;16809.0
06001;2.2;26.5;17024.0;15050.0;31288.0;13476.0;27187.0;11710.0
06002;2.3;27.7;14968.0;13650.0;29403.0;11466.0;25630.0;9995.0
06003;2.0;27.4;16571.0;15050.0;26939.0;13452.0;23437.0;11703.0
06004;2.0;24.1;16190.0;14350.0;29711.0;12700.0;26212.0;11205.0
06005;1.9;23.9;15282.0;14350.0;26160.0;12056.0;23255.0;10717.0
06006;2.1;26.0;15400.0;13650.0;27544.0;12064.0;24353.0;10666.0
06007;2.2;25.8;14924.0;14350.0;26395.0;11562.0;23590.0;10333.0
06008;2.0;23.1;15354.0;13650.0;28169.0;11873.0;25094.0;10577.0
06009;2.4;28.4;19204.0;17850.0;34530.0;15832.0;29686.0;13611.0
06010;2.0;26.2;15178.0;13650.0;26150.0;12134.0;23301.0;10812.0
06011;2.6;30.1;16677.0;15050.0;33341.0;13129.0;28404.0;11184.0
06012;2.2;27.2;14748.0;13650.0;28145.0;11249.0;24842.0;9929.0
06013;2.0;24.3;14586.0;12950.0;24113.0;11442.0;21982.0;10431.0
06014;2.3;28.6;16748.0;15050.0;30646.0;13299.0;26653.0;11566.0
06015;2.7;31.3;20651.0;17850.0;42550.0;16947.0;35043.0;13957.0
06016;2.2;27.5;15516.0;13650.0;28560.0;12083.0;25197.0;10660.0
06017;1.8;22.9;13838.0;12950.0;22313.0;10782.0;20783.0;10042.0
06018;2.4;28.9;13605.0;12250.0;22197.0;11085.0;20054.0;10014.0
06019;2.3;27.3;15131.0;13650.0;26574.0;11960.0;23546.0;10597.0
06020;2.2;26.3;15710.0;14350.0;29333.0;12485.0;25736.0;10954.0
06021;2.3;26.5;15875.0;14350.0;28420.0;12389.0;25164.0;10970.0
06022;2.1;25.7;15286.0;13650.0;27424.0;11887.0;24450.0;10598.0
06023;2.3;27.8;16693.0;15050.0;30543.0;13168.0;26790.0;11550.0
06024;2.1;23.7;14567.0;12950.0;24936.0;11467.0;22343.0;10275.0
06025;2.0;24.5;16746.0;15750.0;31870.0;12925.0;28006.0;11358.0
06026;2.1;26.7;15031.0;13650.0;26586.0;11816.0;23778.0;10568.0
06027;2.3;28.5;16428.0;14350.0;30401.0;13106.0;26713.0;11515.0
06028;2.2;26.1;16779.0;15050.0;32327.0;13087.0;28093.0;11373.0
06029;2.0;22.3;14594.0;13650.0;25123.0;11353.0;22672.0;10246.0
06030;2.1;26.3;16095.0;14000.0;24516.0;13620.0;22137.0;12298.0
06031;2.0;24.9;13711.0;12950.0;22428.0;10781.0;20702.0;9951.0
06032;;;;;;;;
06033;2.2;25.7;14659.0;12950.0;24487.0;11598.0;22261.0;10544.0
06034;2.4;28.8;15281.0;13650.0;25748.0;12557.0;23083.0;11257.0
06035;2.1;25.2;16642.0;15750.0;26525.0;13789.0;23645.0;12292.0
06036;2.2;28.0;16897.0;15050.0;31364.0;13470.0;27121.0;11648.0
06037;2.0;27.5;13765.0;12250.0;23083.0;10955.0;20979.0;9956.0
06038;2.3;26.7;13662.0;12950.0;23394.0;10944.0;21243.0;9938.0
06039;2.0;23.6;15404.0;14350.0;27697.0;11857.0;24884.0;10653.0
06040;2.2;27.1;13202.0;12250.0;25502.0;9923.0;23298.0;9066.0
06041;2.0;22.5;13377.0;12950.0;24946.0;9997.0;22489.0;9012.0
06042;1.9;23.6;14174.0;12950.0;25523.0;10686.0;23413.0;9802.0
06043;2.3;27.9;18548.0;16450.0;33714.0;15100.0;29007.0;12992.0
06044;2.4;29.6;19135.0;16450.0;38273.0;15478.0;31961.0;12926.0
06045;2.9;32.2;13543.0;12250.0;25039.0;10489.0;22713.0;9514.0
06046;2.0;21.8;16540.0;15750.0;30908.0;12588.0;27567.0;11227.0
06047;1.8;24.0;14453.0;12950.0;26870.0;11045.0;24120.0;9915.0
06048;2.3;26.9;16696.0;15050.0;29046.0;13306.0;25683.0;11765.0
06049;2.2;25.8;15267.0;13650.0;26201.0;12290.0;23277.0;10918.0
06050;2.2;26.5;17473.0;15750.0;32883.0;13878.0;28336.0;11959.0
06051;2.1;25.6;13947.0;13650.0;23775.0;10839.0;21835.0;9955.0
06052;2.2;26.6;17153.0;15050.0;33448.0;13431.0;28941.0;11621.0
06053;2.0;23.9;14929.0;14350.0;24622.0;11971.0;22254.0;10820.0
06054;2.2;26.9;15572.0;13650.0;29335.0;12185.0;25601.0;10634.0
06055;2.1;26.9;13999.0;12250.0;24263.0;11193.0;21701.0;10011.0
06056;2.3;25.4;14965.0;13650.0;24715.0;12174.0;22322.0;10995.0
06057;2.0;23.4;14161.0;12950.0;23116.0;11097.0;21630.0;10384.0
06058;1.9;23.8;16224.0;15050.0;30697.0;12446.0;27187.0;11023.0
06059;2.2;27.8;15183.0;13650.0;26495.0;12018.0;23594.0;10702.0
06060;2.0;25.9;16160.0;14350.0;30892.0;12663.0;26818.0;10993.0
06061;2.0;23.8;15084.0;14350.0;26710.0;11789.0;23931.0;10563.0
06062;2.3;27.8;18269.0;17150.0;30549.0;15329.0;26559.0;13327.0
06063;2.3;27.7;16252.0;14350.0;29608.0;12883.0;25913.0;11275.0
06064;2.0;25.0;14912.0;13650.0;23789.0;11785.0;21775.0;10787.0
06065;2.3;26.9;14015.0;12950.0;22836.0;11553.0;20503.0;10373.0
06066;2.0;25.0;14436.0;12950.0;25019.0;11202.0;22731.0;10177.0
06067;2.1;26.8;16207.0;14350.0;29187.0;12980.0;25474.0;11328.0
06068;2.2;25.1;13964.0;12950.0;24474.0;10670.0;22233.0;9693.0
06069;2.1;28.4;14498.0;12250.0;26470.0;11391.0;23379.0;10061.0
06070;2.2;26.4;18148.0;16450.0;35032.0;14447.0;29933.0;12344.0
06071;2.2;23.2;13926.0;12950.0;22129.0;11140.0;20197.0;10167.0
06072;2.0;23.1;15551.0;14350.0;28712.0;11891.0;25577.0;10593.0
06073;2.2;27.2;13798.0;12950.0;23877.0;10859.0;21569.0;9809.0
06074;2.5;29.1;18748.0;16450.0;36780.0;15149.0;31102.0;12810.0
06075;1.9;26.1;15597.0;14350.0;25183.0;12643.0;22772.0;11432.0
06076;2.3;27.2;13027.0;12250.0;21914.0;10313.0;19901.0;9365.0
