Código;Distribución de la renta P80/P20;Índice de Gini;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por hogar;Renta bruta media por persona;Renta neta media por hogar;Renta neta media por persona
28159;2.5;30.9;17553.0;15050.0;33910.0;14457.0;28902.0;12322.0
28160;2.9;32.9;26345.0;22750.0;61745.0;22131.0;48965.0;17550.0
28161;2.3;27.2;23672.0;22050.0;55239.0;18637.0;45042.0;15196.0
28162;2.7;31.3;28286.0;24150.0;68127.0;22613.0;53684.0;17819.0
28163;2.1;25.0;20564.0;19250.0;44425.0;16641.0;37068.0;13885.0
28164;2.5;30.5;23126.0;19950.0;53288.0;18568.0;43471.0;15147.0
28165;2.5;29.2;17990.0;17150.0;38624.0;14121.0;32202.0;11773.0
28166;2.3;28.4;21930.0;18550.0;45620.0;18049.0;38514.0;15238.0
28167;2.2;26.2;23806.0;22050.0;55167.0;18914.0;44913.0;15398.0
28168;2.9;31.0;20647.0;18550.0;40971.0;16915.0;34382.0;14195.0
28169;2.8;33.7;33525.0;29050.0;80298.0;29375.0;61256.0;22409.0
28170;2.2;27.2;17500.0;16450.0;36030.0;13535.0;30866.0;11595.0
28171;2.7;30.6;18873.0;16450.0;41363.0;14740.0;35179.0;12536.0
28172;2.2;27.3;28936.0;26250.0;68285.0;23382.0;53793.0;18420.0
28173;2.5;29.3;17323.0;15750.0;32389.0;13962.0;27917.0;12034.0
28174;2.5;28.7;19680.0;17850.0;44275.0;15491.0;37101.0;12981.0
28175;2.5;29.2;22726.0;20650.0;50891.0;18249.0;41530.0;14892.0
28176;3.4;37.3;34220.0;28350.0;96193.0;28352.0;70766.0;20858.0
28177;2.7;32.0;29643.0;25550.0;77295.0;24139.0;59787.0;18671.0
28178;2.2;26.0;21325.0;20650.0;49820.0;16617.0;40523.0;13516.0
28179;2.9;32.6;24308.0;20650.0;53862.0;20180.0;36427.0;13648.0
28180;2.2;26.7;19327.0;18550.0;40720.0;14972.0;34795.0;12793.0
28181;2.9;34.0;34961.0;29750.0;90065.0;29305.0;68382.0;22250.0
28182;2.8;33.3;24212.0;21350.0;46059.0;21406.0;37020.0;17205.0
28183;2.9;33.9;18991.0;16450.0;39370.0;15464.0;32896.0;12921.0
28901;2.9;31.1;19225.0;17850.0;39818.0;16046.0;33065.0;13324.0
28902;2.9;32.5;22090.0;20650.0;44136.0;18866.0;36383.0;15552.0
28903;2.3;28.3;36144.0;32550.0;88686.0;30280.0;67752.0;23133.0
29001;2.2;25.2;14977.0;13650.0;29744.0;11342.0;26375.0;10057.0
29002;2.9;33.1;15599.0;13650.0;28388.0;12470.0;25095.0;11024.0
29003;2.5;30.7;16333.0;14350.0;28020.0;13644.0;24621.0;11989.0
29004;2.4;28.3;15440.0;13650.0;25600.0;13057.0;22684.0;11570.0
29005;2.4;30.1;15729.0;14350.0;30789.0;12482.0;26764.0;10851.0
29006;2.3;31.3;14852.0;12950.0;25162.0;12331.0;22206.0;10882.0
29007;2.6;30.0;22170.0;19250.0;52785.0;17280.0;43020.0;14083.0
29008;2.5;30.7;16215.0;14350.0;36087.0;12162.0;30953.0;10432.0
29009;2.0;25.1;13073.0;12950.0;23579.0;9889.0;21423.0;8985.0
29010;2.2;27.5;16778.0;15050.0;31813.0;13288.0;27550.0;11507.0
29011;2.3;27.0;15511.0;14350.0;29219.0;12006.0;25828.0;10613.0
29012;2.2;27.8;15684.0;14350.0;30559.0;12142.0;26800.0;10648.0
29013;2.3;28.1;15660.0;14350.0;28212.0;12659.0;24529.0;11006.0
29014;2.9;29.5;15792.0;13650.0;25886.0;13386.0;22781.0;11780.0
29015;2.3;28.1;18921.0;17150.0;39058.0;14982.0;32934.0;12633.0
29016;2.2;28.8;15155.0;12950.0;25558.0;12611.0;22638.0;11171.0
29017;2.2;27.1;16945.0;15750.0;32325.0;13470.0;27824.0;11595.0
29018;2.0;24.8;16683.0;15050.0;30416.0;13203.0;26668.0;11576.0
29019;2.3;28.6;14285.0;13650.0;23944.0;11812.0;21353.0;10534.0
29020;2.2;26.8;17041.0;15750.0;33636.0;13242.0;29162.0;11480.0
29021;2.2;33.2;17888.0;14350.0;28624.0;16112.0;24667.0;13884.0
29022;3.0;32.6;15580.0;14350.0;27015.0;13129.0;23358.0;11351.0
29023;4.0;43.6;23590.0;17850.0;53410.0;20419.0;37268.0;14248.0
29024;2.0;25.0;15181.0;14350.0;26783.0;12515.0;23650.0;11051.0
29025;3.2;35.4;19744.0;17150.0;41661.0;16490.0;33901.0;13418.0
29026;2.6;30.9;12492.0;11550.0;21843.0;9768.0;19840.0;8872.0
29027;2.2;27.5;14508.0;13650.0;28029.0;10795.0;24848.0;9570.0
29028;2.2;27.9;15038.0;13650.0;28108.0;11846.0;24756.0;10434.0
29029;2.1;30.0;15769.0;14350.0;25231.0;12956.0;22165.0;11382.0
29030;2.2;27.0;13623.0;12950.0;22476.0;10889.0;20230.0;9801.0
29031;2.0;24.6;15889.0;14350.0;27506.0;12691.0;24309.0;11216.0
29032;2.1;26.7;17143.0;15750.0;34054.0;13385.0;29455.0;11577.0
29033;2.6;30.6;14858.0;13650.0;25412.0;12266.0;22506.0;10863.0
29034;2.9;32.8;14857.0;12950.0;25405.0;12306.0;22417.0;10859.0
29035;2.2;27.5;16772.0;15050.0;28188.0;14112.0;24681.0;12357.0
29036;2.4;27.9;17045.0;15750.0;30096.0;13606.0;26347.0;11911.0
29037;2.6;31.5;20235.0;17150.0;32969.0;16706.0;28536.0;14460.0
29038;2.2;25.6;17567.0;16450.0;37374.0;13300.0;31986.0;11383.0
29039;2.4;28.8;16707.0;15750.0;32456.0;13220.0;28070.0;11434.0
29040;2.2;28.1;16752.0;15750.0;30567.0;13557.0;26365.0;11693.0
29041;2.7;32.4;19016.0;17150.0;39059.0;15374.0;32424.0;12763.0
29042;2.5;30.3;16430.0;15050.0;36384.0;12519.0;30797.0;10596.0
29043;2.3;29.4;15090.0;14350.0;28652.0;11666.0;25352.0;10322.0
29044;3.1;33.7;14488.0;12950.0;25785.0;11716.0;23112.0;10502.0
29045;2.7;33.5;14906.0;13650.0;28740.0;11858.0;25036.0;10330.0
29046;2.3;27.5;16119.0;14350.0;28949.0;12941.0;25364.0;11339.0
29047;2.1;26.5;15199.0;14350.0;27595.0;11794.0;24633.0;10528.0
29048;2.2;26.6;16069.0;15050.0;28331.0;12874.0;25001.0;11361.0
29049;2.3;27.7;14576.0;13650.0;26800.0;11226.0;24019.0;10061.0
29050;2.8;33.1;13607.0;13650.0;22829.0;11183.0;20425.0;10006.0
29051;2.5;32.5;19252.0;16450.0;41907.0;15485.0;34480.0;12741.0
29052;2.6;33.2;18682.0;16800.0;33669.0;15869.0;28227.0;13304.0
29053;2.7;34.1;17448.0;15050.0;34101.0;14037.0;29064.0;11964.0
29054;3.2;36.0;17897.0;15050.0;38665.0;14597.0;32091.0;12115.0
29055;2.3;28.3;15958.0;15050.0;30526.0;12573.0;26659.0;10980.0
29056;2.4;31.1;15872.0;13650.0;29328.0;12838.0;25283.0;11068.0
29057;3.5;36.0;14455.0;11550.0;23290.0;12579.0;20493.0;11068.0
29058;2.4;28.7;15838.0;15050.0;29971.0;12311.0;26240.0;10779.0
29059;2.4;29.3;15068.0;14000.0;24916.0;12443.0;21904.0;10939.0
29060;2.3;28.4;18225.0;16450.0;32393.0;14790.0;28068.0;12815.0
29061;2.3;32.7;19281.0;15750.0;36076.0;15908.0;29998.0;13228.0
29062;2.3;29.2;13048.0;11550.0;23745.0;10090.0;21247.0;9028.0
29063;2.4;29.3;17181.0;15050.0;28500.0;14513.0;24583.0;12519.0
29064;2.6;29.6;15334.0;13650.0;24091.0;13213.0;21232.0;11645.0
29065;2.2;25.7;17098.0;16450.0;28633.0;14383.0;24975.0;12545.0
29066;2.6;32.8;16170.0;15050.0;32357.0;12508.0;28059.0;10846.0
29067;2.8;32.5;20691.0;17850.0;44348.0;16761.0;36640.0;13847.0
29068;2.8;35.4;18024.0;15050.0;35683.0;14688.0;30150.0;12411.0
29069;2.9;35.4;20317.0;17150.0;46587.0;16581.0;37606.0;13384.0
29070;2.8;33.1;17843.0;15750.0;38385.0;14221.0;31912.0;11823.0
29071;2.3;27.0;14934.0;13650.0;29606.0;11383.0;26074.0;10025.0
29072;2.4;27.8;15521.0;15050.0;28534.0;12195.0;25105.0;10729.0
29073;2.7;30.1;15480.0;14350.0;31199.0;12069.0;26973.0;10435.0
29074;2.0;25.5;15347.0;14350.0;26560.0;12385.0;23515.0;10965.0
29075;2.6;32.6;17617.0;15750.0;36050.0;13952.0;30738.0;11896.0
29076;2.5;31.2;17686.0;15750.0;35952.0;14128.0;30276.0;11898.0
29077;2.4;27.8;14964.0;14350.0;25362.0;12681.0;22321.0;11161.0
29079;2.4;29.6;14571.0;13650.0;26477.0;11529.0;23411.0;10193.0
29080;2.2;26.7;16662.0;15050.0;34937.0;12643.0;30217.0;10935.0
29081;2.4;29.9;17666.0;16450.0;32318.0;14464.0;27910.0;12491.0
29082;2.8;32.3;23017.0;19950.0;47030.0;19369.0;37913.0;15614.0
29083;2.4;28.3;15513.0;14350.0;29202.0;12291.0;25706.0;10819.0
29084;2.4;30.0;19187.0;17150.0;38435.0;15541.0;32294.0;13057.0
29085;2.5;31.6;12830.0;11200.0;22150.0;10383.0;19813.0;9287.0
29086;3.1;33.7;14544.0;12950.0;25482.0;11911.0;22571.0;10551.0
29087;2.8;33.4;16779.0;15050.0;26663.0;14729.0;23210.0;12822.0
29088;2.0;24.3;15983.0;15050.0;30843.0;12162.0;27344.0;10782.0
29089;2.1;24.8;15314.0;14350.0;27989.0;11938.0;24926.0;10631.0
29090;2.3;27.2;15414.0;14350.0;27778.0;12256.0;24472.0;10797.0
29091;2.7;33.4;15549.0;13650.0;30422.0;12458.0;26227.0;10740.0
29092;2.2;26.3;14645.0;14350.0;27958.0;11124.0;24721.0;9837.0
29093;2.0;22.9;15125.0;14350.0;27245.0;11601.0;24615.0;10481.0
29094;2.6;31.1;18088.0;15750.0;37025.0;14386.0;31280.0;12154.0
29095;2.0;25.0;15670.0;14350.0;28625.0;12113.0;25488.0;10785.0
29096;2.2;27.2;16389.0;15050.0;29799.0;12939.0;26189.0;11372.0
29097;2.2;26.7;15478.0;14350.0;29287.0;11921.0;25794.0;10499.0
29098;1.9;23.0;16238.0;15050.0;29432.0;12657.0;26335.0;11324.0
29099;2.6;31.6;15555.0;14350.0;29532.0;12689.0;25648.0;11020.0
29100;2.0;24.2;15225.0;14350.0;27639.0;11883.0;24743.0;10638.0
29901;3.0;34.2;20187.0;17150.0;41004.0;16868.0;33655.0;13845.0
29902;2.0;23.7;15399.0;14350.0;30007.0;11614.0;26582.0;10288.0
29903;2.1;27.4;15747.0;14350.0;29149.0;12608.0;25537.0;11046.0
29904;2.0;22.1;14048.0;13650.0;23169.0;11277.0;21097.0;10268.0
30001;2.3;27.4;17625.0;16450.0;33710.0;13954.0;29240.0;12104.0
30002;2.2;26.8;17319.0;15750.0;35444.0;13185.0;30917.0;11501.0
30003;2.4;29.6;17215.0;15750.0;36137.0;13421.0;30995.0;11511.0
30004;2.3;27.2;15835.0;15050.0;29883.0;12010.0;26845.0;10789.0
30005;2.6;30.1;17760.0;15750.0;38767.0;13668.0;32961.0;11621.0
30006;2.2;23.7;18632.0;17850.0;37029.0;14366.0;32216.0;12499.0
30007;2.5;29.1;15917.0;15050.0;35898.0;11762.0;31273.0;10246.0
30008;2.5;27.9;18797.0;17150.0;39833.0;14670.0;33652.0;12394.0
30009;2.7;30.3;16842.0;15050.0;36978.0;12751.0;31870.0;10990.0
30010;2.3;26.5;15856.0;15050.0;35660.0;11555.0;31196.0;10108.0
30011;2.5;28.1;16314.0;15050.0;33556.0;12456.0;29211.0;10843.0
30012;2.2;26.5;17219.0;15750.0;34336.0;13308.0;29822.0;11559.0
30013;2.3;27.9;16517.0;15050.0;32947.0;12642.0;28646.0;10992.0
30014;2.1;25.6;17269.0;17150.0;33905.0;13263.0;29919.0;11704.0
30015;2.3;28.6;17832.0;15750.0;37241.0;13820.0;31850.0;11819.0
30016;2.7;31.3;19853.0;17150.0;43869.0;15783.0;36484.0;13126.0
30017;2.3;28.3;16365.0;15050.0;32521.0;12593.0;28425.0;11007.0
30018;2.4;27.9;17392.0;15750.0;37581.0;13184.0;32182.0;11291.0
30019;2.3;27.3;17574.0;15750.0;37456.0;13317.0;32381.0;11513.0
30020;2.4;28.1;15153.0;14350.0;31476.0;11253.0;27619.0;9874.0
30021;2.4;30.6;16029.0;14350.0;37923.0;11876.0;32584.0;10204.0
30022;2.3;28.2;16313.0;15050.0;35582.0;12261.0;30781.0;10606.0
30023;2.2;26.0;17809.0;17150.0;36429.0;13668.0;31392.0;11778.0
30024;2.3;28.7;17893.0;15750.0;41247.0;13449.0;35178.0;11470.0
30025;2.4;27.8;16751.0;15050.0;35121.0;12898.0;30278.0;11119.0
30026;2.4;30.0;15608.0;14350.0;31780.0;12026.0;27662.0;10468.0
30027;2.7;31.9;21248.0;18550.0;48709.0;17026.0;39382.0;13766.0
30028;2.1;26.3;16518.0;15050.0;30494.0;12884.0;26888.0;11360.0
30029;2.3;27.7;16163.0;15050.0;33407.0;12272.0;29272.0;10753.0
30030;2.9;32.7;21168.0;17850.0;47337.0;17017.0;38682.0;13906.0
30031;2.3;29.4;19030.0;17150.0;33049.0;15556.0;28732.0;13524.0
30032;2.2;26.2;16409.0;15050.0;32265.0;12761.0;28025.0;11084.0
30033;2.4;27.6;16758.0;15050.0;36611.0;12578.0;31561.0;10843.0
30034;2.2;26.5;17579.0;15750.0;31825.0;14109.0;27808.0;12328.0
30035;2.8;33.0;18792.0;16450.0;40660.0;14995.0;33881.0;12495.0
30036;2.6;31.8;16545.0;14350.0;35758.0;12676.0;30444.0;10792.0
30037;2.6;30.0;16780.0;15050.0;39130.0;12673.0;33036.0;10699.0
30038;2.3;27.3;19007.0;17150.0;41491.0;14693.0;35033.0;12406.0
30039;2.2;25.7;17162.0;15750.0;38573.0;12726.0;33367.0;11009.0
30040;2.5;26.7;18190.0;17150.0;35030.0;14171.0;30480.0;12331.0
30041;2.4;28.6;16522.0;15050.0;37139.0;12446.0;31841.0;10670.0
30042;2.5;28.9;16849.0;15750.0;33373.0;13124.0;28732.0;11298.0
30043;2.2;27.6;17522.0;15750.0;36761.0;13514.0;31414.0;11548.0
30901;2.4;28.5;17867.0;15750.0;39794.0;13520.0;33955.0;11536.0
30902;2.7;32.8;15951.0;13650.0;33689.0;12512.0;28822.0;10704.0
31001;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31002;9.02042293548584;35.86000061035156;26983.58984375;;;;46001.234375;18312.87109375
31003;5.51780366897583;28.420000076293945;26444.046875;;;;41313.49609375;18281.4375
31004;5.51780366897583;28.420000076293945;26444.046875;;;;41313.49609375;18281.4375
31005;7.0902910232543945;31.559999465942383;26377.0859375;;;;42469.07421875;18339.88671875
31006;6.2820820808410645;31.25;20079.49609375;;;;35205.8359375;13588.44921875
31007;5.9461750984191895;29.149999618530273;25538.892578125;;;;43599.16015625;17420.802734375
31008;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31009;7.170084476470947;30.479999542236328;28420.373046875;;;;45972.73046875;19804.552734375
31010;5.575814723968506;28.25;23397.703125;;;;39357.7890625;15985.755859375
31011;6.451421737670898;30.0;25703.119140625;;;;42525.26953125;17439.091796875
31012;8.4269437789917;32.20000076293945;22755.46484375;;;;37178.5625;16005.931640625
31013;5.624141216278076;30.049999237060547;25228.357421875;;;;40697.8828125;17379.095703125
31014;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31015;;33.790000915527344;18073.296875;;;;34133.609375;12152.4013671875
31016;4.055495738983154;24.1299991607666;22572.203125;;;;39598.15234375;15302.3232421875
31017;5.891018390655518;30.0;28395.27734375;;;;48091.109375;19241.125
31018;6.1137166023254395;30.989999771118164;23864.55859375;;;;40492.0625;16221.9755859375
31019;5.917362689971924;28.889999389648438;21434.853515625;;;;37712.40625;14499.0166015625
31020;6.889765739440918;33.4900016784668;26747.6640625;;;;45115.7890625;18132.25
31021;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31022;6.892190933227539;31.389999389648438;29232.3125;;;;53484.27734375;18493.751953125
31023;5.383603096008301;27.420000076293945;32338.55078125;;;;61246.12109375;20062.466796875
31024;4.949261665344238;26.3799991607666;24465.6875;;;;41282.55859375;16493.17578125
31025;5.143365383148193;28.209999084472656;26800.95703125;;;;45124.0234375;18130.58984375
31026;9.868985176086426;31.850000381469727;20637.29296875;;;;34707.98828125;14180.7275390625
31027;4.520788669586182;24.559999465942383;26340.908203125;;;;47503.7734375;17200.37890625
31028;6.654407501220703;30.639999389648438;22838.767578125;;;;39265.296875;15599.1181640625
31029;11.994062423706055;39.209999084472656;23771.708984375;;;;38471.18359375;16608.1328125
31030;7.0902910232543945;31.559999465942383;26377.0859375;;;;42469.07421875;18339.88671875
31031;4.949261665344238;26.3799991607666;24465.6875;;;;41282.55859375;16493.17578125
31032;7.590199947357178;34.20000076293945;23310.171875;;;;39815.4765625;15623.3583984375
31033;5.51780366897583;28.420000076293945;26444.046875;;;;41313.49609375;18281.4375
31034;5.51780366897583;28.420000076293945;26444.046875;;;;41313.49609375;18281.4375
31035;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31036;7.546268939971924;31.760000228881836;25633.267578125;;;;41264.86328125;17934.494140625
31037;5.018131732940674;27.270000457763672;24920.359375;;;;42892.58984375;16741.34375
31038;6.047322750091553;30.829999923706055;25742.61328125;;;;42743.14453125;17645.37109375
31039;5.9461750984191895;29.149999618530273;25538.892578125;;;;43599.16015625;17420.802734375
31040;5.891018390655518;30.0;28395.27734375;;;;48091.109375;19241.125
31041;4.97903299331665;26.56999969482422;24103.98046875;;;;43199.7890625;15732.20703125
31042;5.2045698165893555;28.3700008392334;22287.7109375;;;;40552.05078125;14727.5908203125
31043;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31044;5.018131732940674;27.270000457763672;24920.359375;;;;42892.58984375;16741.34375
31045;4.7872843742370605;26.520000457763672;26875.232421875;;;;42566.47265625;18949.857421875
31046;7.0902910232543945;31.559999465942383;26377.0859375;;;;42469.07421875;18339.88671875
31047;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31048;8.027170181274414;32.90999984741211;19986.18359375;;;;34549.3203125;13630.5087890625
31049;4.94412088394165;26.469999313354492;24900.30078125;;;;40658.3984375;17271.255859375
31050;6.162210464477539;29.049999237060547;23860.3515625;;;;41185.1328125;15919.5458984375
31051;11.174915313720703;35.560001373291016;24856.994140625;;;;37890.5390625;17530.212890625
31052;4.329992771148682;26.229999542236328;27160.193359375;;;;45256.8046875;18592.15625
31053;6.32909631729126;31.649999618530273;22311.068359375;;;;37251.27734375;15251.6279296875
31054;4.549421787261963;26.84000015258789;23169.673828125;;;;39853.6328125;15012.9423828125
31055;6.427422523498535;30.450000762939453;24693.39453125;;;;42438.26171875;16433.037109375
31056;5.9461750984191895;29.149999618530273;25538.892578125;;;;43599.16015625;17420.802734375
31057;7.146328449249268;33.5099983215332;21230.359375;;;;36064.9453125;14419.6806640625
31058;8.557537078857422;32.27000045776367;26883.3984375;;;;42554.2421875;18701.234375
31059;9.573838233947754;35.220001220703125;27460.08984375;;;;38329.375;20072.81640625
31060;4.738082408905029;26.6299991607666;22883.28125;;;;40717.70703125;15325.412109375
31061;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31062;8.138236999511719;35.83000183105469;25477.82421875;;;;43786.03515625;17310.7578125
31063;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31064;5.661463260650635;30.40999984741211;21506.578125;;;;40269.578125;14116.2373046875
31065;7.024354934692383;32.470001220703125;22364.2265625;;;;41383.99609375;14786.09765625
31066;7.444143772125244;34.45000076293945;19301.6328125;;;;35506.640625;13089.5751953125
31067;6.320018768310547;29.81999969482422;21238.86328125;;;;36200.9140625;14540.7001953125
31068;8.172914505004883;32.84000015258789;20160.310546875;;;;35238.61328125;13732.4423828125
31069;6.871989727020264;29.940000534057617;28933.177734375;;;;46721.609375;20128.4921875
31070;7.182586193084717;32.880001068115234;17699.1796875;;;;32738.939453125;11849.892578125
31071;8.316422462463379;32.95000076293945;27557.01953125;;;;43314.6796875;19350.125
31072;6.920033931732178;31.389999389648438;20402.525390625;;;;37866.109375;13428.1494140625
31073;5.391219139099121;27.940000534057617;23555.314453125;;;;39472.25390625;16138.7685546875
31074;7.91748571395874;34.09000015258789;28141.564453125;;;;45589.0234375;19221.705078125
31075;4.329992771148682;26.229999542236328;27160.193359375;;;;45256.8046875;18592.15625
31076;5.175666809082031;27.950000762939453;32016.1015625;;;;68366.546875;19615.56640625
31077;7.080562591552734;32.790000915527344;18790.630859375;;;;34620.125;12489.8447265625
31078;6.270232200622559;30.920000076293945;21927.4453125;;;;37963.67578125;14712.2763671875
31079;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31080;5.60605001449585;29.059999465942383;26360.775390625;;;;42724.1640625;18513.8046875
31081;6.959866523742676;29.290000915527344;24415.529296875;;;;42606.41796875;16185.84375
31082;6.250854015350342;28.93000030517578;23888.330078125;;;;43300.3515625;15584.06640625
31083;4.329992771148682;26.229999542236328;27160.193359375;;;;45256.8046875;18592.15625
31084;4.73042631149292;26.729999542236328;25415.94140625;;;;42687.6484375;17212.490234375
31085;4.377781391143799;24.850000381469727;24790.947265625;;;;42175.67578125;16539.48046875
31086;6.054800987243652;29.18000030517578;27494.6640625;;;;51178.52734375;17309.7109375
31087;6.959866523742676;29.290000915527344;24415.529296875;;;;42606.41796875;16185.84375
31088;5.229607105255127;26.75;24348.814453125;;;;44510.65625;15936.37109375
31089;5.9461750984191895;29.149999618530273;25538.892578125;;;;43599.16015625;17420.802734375
31090;6.959866523742676;29.290000915527344;24415.529296875;;;;42606.41796875;16185.84375
31091;5.018131732940674;27.270000457763672;24920.359375;;;;42892.58984375;16741.34375
31092;5.841895580291748;30.15999984741211;26742.439453125;;;;42440.65625;18506.400390625
31093;5.343807220458984;29.299999237060547;28677.677734375;;;;42950.9921875;20293.900390625
31094;7.700062274932861;32.630001068115234;28745.755859375;;;;45242.4921875;20185.111328125
31095;5.343807220458984;29.299999237060547;28677.677734375;;;;42950.9921875;20293.900390625
31096;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31097;8.21039867401123;32.5;21651.859375;;;;36781.41796875;14944.0517578125
31098;4.148247718811035;24.979999542236328;28654.9765625;;;;50173.12109375;18899.99609375
31099;7.0902910232543945;31.559999465942383;26377.0859375;;;;42469.07421875;18339.88671875
31100;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31101;5.26320743560791;26.68000030517578;27216.044921875;;;;49738.078125;18067.474609375
31102;6.959866523742676;29.290000915527344;24415.529296875;;;;42606.41796875;16185.84375
31103;7.700062274932861;32.630001068115234;28745.755859375;;;;45242.4921875;20185.111328125
31104;6.866438865661621;33.70000076293945;22113.431640625;;;;36863.56640625;15324.5986328125
31105;10.424534797668457;37.75;18161.78125;;;;32656.611328125;12334.3310546875
31106;5.854707717895508;31.3799991607666;24944.1171875;;;;48013.58984375;16369.3056640625
31107;7.5116801261901855;34.290000915527344;22303.994140625;;;;41634.140625;14793.6123046875
31108;4.505021572113037;26.15999984741211;22258.98046875;;;;38644.91015625;14937.8359375
31109;4.729740142822266;28.399999618530273;29722.51171875;;;;55099.84765625;19048.603515625
31110;7.700062274932861;32.630001068115234;28745.755859375;;;;45242.4921875;20185.111328125
31111;5.343807220458984;29.299999237060547;28677.677734375;;;;42950.9921875;20293.900390625
31112;5.51780366897583;28.420000076293945;26444.046875;;;;41313.49609375;18281.4375
31113;9.573838233947754;35.220001220703125;27460.08984375;;;;38329.375;20072.81640625
31114;7.277481555938721;27.219999313354492;28752.69140625;;;;51554.93359375;19065.59765625
31115;5.51780366897583;28.420000076293945;26444.046875;;;;41313.49609375;18281.4375
31116;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31117;5.207927703857422;27.15999984741211;25456.607421875;;;;39284.45703125;17547.8125
31118;5.000504016876221;27.520000457763672;28730.01171875;;;;50794.0625;19156.541015625
31119;5.343807220458984;29.299999237060547;28677.677734375;;;;42950.9921875;20293.900390625
31120;7.91748571395874;34.09000015258789;28141.564453125;;;;45589.0234375;19221.705078125
31121;5.9461750984191895;29.149999618530273;25538.892578125;;;;43599.16015625;17420.802734375
31122;4.802718162536621;26.899999618530273;25949.681640625;;;;46613.0;17037.232421875
31123;4.617761611938477;27.15999984741211;24151.076171875;;;;40735.73046875;16489.49609375
31124;6.741777420043945;33.06999969482422;30660.673828125;;;;49848.640625;21054.248046875
31125;7.0902910232543945;31.559999465942383;26377.0859375;;;;42469.07421875;18339.88671875
31126;5.891018390655518;30.0;28395.27734375;;;;48091.109375;19241.125
31127;5.018131732940674;27.270000457763672;24920.359375;;;;42892.58984375;16741.34375
31128;9.573838233947754;35.220001220703125;27460.08984375;;;;38329.375;20072.81640625
31129;4.032463550567627;24.43000030517578;24927.60546875;;;;44111.9453125;15706.5263671875
31130;5.018131732940674;27.270000457763672;24920.359375;;;;42892.58984375;16741.34375
31131;5.480761528015137;29.18000030517578;31266.341796875;;;;55580.97265625;21014.287109375
31132;6.741777420043945;33.06999969482422;30660.673828125;;;;49848.640625;21054.248046875
31133;5.343807220458984;29.299999237060547;28677.677734375;;;;42950.9921875;20293.900390625
31134;5.343807220458984;29.299999237060547;28677.677734375;;;;42950.9921875;20293.900390625
31135;5.167453289031982;27.610000610351562;24826.72265625;;;;42865.08203125;16873.779296875
31136;6.162067890167236;31.81999969482422;29321.8359375;;;;51225.5;19738.265625
31137;6.959866523742676;29.290000915527344;24415.529296875;;;;42606.41796875;16185.84375
31138;4.409445762634277;25.719999313354492;24782.1953125;;;;43283.90625;16333.5498046875
31139;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31140;5.891018390655518;30.0;28395.27734375;;;;48091.109375;19241.125
31141;14.579904556274414;42.380001068115234;25202.091796875;;;;37527.81640625;17884.349609375
31142;7.33258056640625;34.099998474121094;23278.015625;;;;41851.12109375;15718.5478515625
31143;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31144;5.580346584320068;29.270000457763672;26343.0625;;;;44622.6328125;17500.966796875
31145;9.868985176086426;31.850000381469727;20637.29296875;;;;34707.98828125;14180.7275390625
31146;7.700062274932861;32.630001068115234;28745.755859375;;;;45242.4921875;20185.111328125
31147;5.9461750984191895;29.149999618530273;25538.892578125;;;;43599.16015625;17420.802734375
31148;8.516993522644043;34.220001220703125;25671.57421875;;;;40545.80859375;17865.20703125
31149;4.851473331451416;26.040000915527344;24261.087890625;;;;41840.15234375;16242.5478515625
31150;5.780632495880127;27.350000381469727;28415.703125;;;;46338.6953125;19637.9609375
31151;7.700062274932861;32.630001068115234;28745.755859375;;;;45242.4921875;20185.111328125
31152;8.132996559143066;33.7400016784668;23041.998046875;;;;37787.96875;16065.1650390625
31153;4.928892135620117;25.989999771118164;26232.55078125;;;;45311.609375;17620.265625
31154;7.91748571395874;34.09000015258789;28141.564453125;;;;45589.0234375;19221.705078125
31155;5.167453289031982;27.610000610351562;24826.72265625;;;;42865.08203125;16873.779296875
31156;6.741777420043945;33.06999969482422;30660.673828125;;;;49848.640625;21054.248046875
31157;6.934924125671387;32.13999938964844;20438.216796875;;;;35686.48046875;13752.880859375
